disease_id,disease_name,degree,betweenness_centrality,betweenness_weighted
374366,Sensorineural hearing loss,196,0.00024639822764993096,1.1610659746713456e-06
42873170,Dependence on supplemental oxygen,249,0.00024169046087760488,1.1629273402387733e-05
314754,Wheezing,271,0.0002340751118575268,1.683545663273451e-06
443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,280,0.00023297359039808647,1.1225330422002533e-06
261325,Pulmonary emphysema,294,0.0002311580246646596,4.1207475440344634e-07
4117695,Pain in left lower limb,299,0.0002292550362717373,1.0953537101538743e-06
77074,Joint pain,233,0.00022571186725933777,0.00031373453968088177
321588,Heart disease,243,0.0002243188048059341,2.1023587469941868e-06
4206148,Syncope and collapse,264,0.00021859292723930342,8.363696025338178e-07
4103703,Melena,282,0.00021626518145461014,2.0738504306518098e-06
193782,End-stage renal disease,202,0.0002152963808077578,1.2419259264788145e-05
4092743,Unsteady when standing,258,0.0002134147773458247,2.493407209581477e-07
440058,Malignant lymphoma of extranodal AND/OR solid organ site,99,0.0002117255210355917,1.133798516175276e-06
432795,Traumatic or non-traumatic injury,223,0.00021051894019339022,7.272437694612639e-07
316429,Premature beats,252,0.00020936353190935744,4.3539974050175463e-07
374888,Dementia associated with another disease,216,0.00020579199223286543,0.0013078433738586824
4093347,Stool finding,173,0.00020496847847028155,8.707994810035093e-07
4306267,Coag./bleeding tests abnormal,255,0.0001962985951666755,3.203298090834338e-07
4115171,Pain in right lower limb,268,0.00019618802999155012,1.7619394411121633e-06
439297,Nuclear senile cataract,137,0.00019611201086957222,4.165324184133453e-06
40326053,Dysphonia,224,0.00019047556228777746,4.064767577398523e-06
437579,Paroxysmal ventricular tachycardia,253,0.00018970241834120432,9.951188228072932e-07
201337,Disorder of bladder,254,0.0001896508563448456,3.2096775742116523e-07
80816,Degeneration of intervertebral disc,238,0.00018940907572900727,8.707994810035093e-07
4079749,Osteoarthritis of hip,246,0.00018149673732949733,3.628331170847955e-08
374375,Impacted cerumen,276,0.00017876109607425485,3.590634223618366e-07
440320,Infection due to Escherichia coli,178,0.00017806238749545165,5.805329873356728e-07
201066,Obstruction of bile duct,212,0.00017717093657355698,5.52260276913481e-07
40483107,Inflamed seborrheic keratosis,159,0.0001740563181353436,3.541251222747604e-06
79908,Muscle weakness,237,0.0001711314380271588,9.93503044235822e-07
43531681,Acute deep vein thrombosis of lower limb,233,0.0001707088606460737,9.86246381894126e-07
4285898,Polyp of colon,131,0.00017003416555327723,2.521690163739329e-06
434500,Closed fracture of neck of femur,95,0.0001698390767299403,6.385862860692402e-06
77079,Spinal stenosis,219,0.00016957033541004166,1.0159327278374273e-06
134898,Non-toxic uninodular goiter,262,0.0001690718186274574,0.0
260139,Acute bronchitis,224,0.00016858973424122367,2.902664936678364e-07
436785,Spinal stenosis in cervical region,127,0.00016735743002799905,6.74662264567957e-06
81611,Diverticular disease of colon,188,0.00016413580699699618,1.1610659746713456e-06
432585,Blood coagulation disorder,234,0.00015938903581982512,6.475175627974813e-07
4090207,Senile asthenia,266,0.0001568393383063457,8.332881187448966e-07
377091,Seizure,206,0.00015547197061998973,9.286199456512467e-07
194686,Acquired renal cystic disease,277,0.00015219678947778922,1.3072358875540777e-07
137053,Seborrheic dermatitis,215,0.00015017707411189146,7.837195329031583e-07
195856,Cholangitis,207,0.0001494831465502469,9.969271836091763e-07
4038838,Non-Hodgkin's lymphoma (clinical),63,0.0001466003638992586,1.133798516175276e-06
316993,Tricuspid valve disorder,179,0.00014456461404563944,1.0703576954001467e-06
312648,Benign essential hypertension,202,0.0001443599477895901,4.3539974050175463e-07
441408,Vomiting,212,0.00014420143393793615,2.8881516119949724e-06
198571,Cardiogenic shock,214,0.00014337237001203445,1.0884993512543866e-07
433811,Hydronephrosis,202,0.00014269889269964844,9.306119706077908e-07
257012,Chronic sinusitis,135,0.00014140200310362242,1.0884993512543866e-06
29735,Candidiasis of mouth,248,0.00013946755523501776,3.9185976645157917e-07
442793,Complication due to diabetes mellitus,214,0.00013936527445543236,4.872330429424397e-07
195771,Secondary diabetes mellitus,240,0.00013285644867052943,1.1378446551779187e-06
433740,Immunodeficiency disorder,175,0.00013200494483114715,3.3380646771801185e-06
77234,Benign neoplasm of colon,202,0.00013193244902465792,1.0884993512543866e-07
434056,Late effects of cerebrovascular disease,176,0.0001307838938632793,2.1769987025087732e-07
4232495,Primary cardiomyopathy,165,0.00013068221367992206,0.0
78097,Secondary malignant neoplasm of bone,185,0.00012901545295747604,1.7415989620070188e-07
137977,Jaundice,225,0.0001283558447243516,2.1769987025087732e-07
437312,Bleeding,216,0.00012700152896237343,6.412975665045991e-07
37018196,Prediabetes,229,0.00012673699762262772,5.8053298733567285e-08
4298026,Squamous cell carcinoma of skin of face,119,0.00012658435752095962,7.679730830805831e-06
433163,Deficiency of macronutrients,183,0.00012529476884640201,1.7146098976327307e-06
4092216,Malignant neoplasm of upper lobe of lung,188,0.00012510634299069926,4.88615264340858e-07
443614,Chronic kidney disease stage 1,227,0.00012428105754543227,6.219996292882209e-08
37017182,Joint pain of pelvic region,164,0.00012353166037947652,2.892298276190227e-06
24818,Injury of neck,229,0.00012060252116951445,8.726694092833091e-07
319049,Acute respiratory failure,177,0.00011994886250969699,1.237465121056646e-06
376961,Disturbance of consciousness,160,0.00011979965315416587,2.164558709923009e-06
201620,Kidney stone,159,0.0001178281505276445,1.8867322088409367e-06
254591,Secondary malignant neoplasm of lung,168,0.00011780488861740711,8.707994810035093e-07
137379,Musculoskeletal symptom,177,0.00011708429428696576,1.6068323756612372e-06
318096,Secondary malignant neoplasm of lymph node,71,0.00011541542859406568,2.612398443010528e-06
321314,Abdominal aortic aneurysm without rupture,141,0.0001151810793927975,1.0884993512543866e-06
72418,Scoliosis deformity of spine,159,0.00011512149946843319,1.944785507574504e-06
140648,Onychomycosis due to dermatophyte,228,0.000113172721132956,9.245385735541348e-07
316822,Heart murmur,196,0.00011288308760530254,9.433661044204683e-07
4042728,Blood glucose abnormal,210,0.00011010313277470379,1.2439992585764417e-07
440649,Primary malignant neoplasm of head of pancreas,177,0.00010701516865599788,2.902664936678364e-07
441051,Thoracic aortic aneurysm without rupture,204,0.00010550817183169473,0.0
4330445,Pleuritic pain,222,0.00010469613159941598,4.837774894463941e-07
443257,Swelling / lump finding,190,0.00010394634183673394,0.0
4195892,Chronic cor pulmonale,183,0.00010370635915721603,1.1449976509147333e-06
4288310,Carotid artery obstruction,207,0.00010327367626617892,0.0
4108814,Pericardial effusion - noninflammatory,235,9.995312999883511e-05,9.67554978892788e-08
317248,Disorder of hematopoietic structure,174,9.900146349697693e-05,2.902664936678364e-07
73840,"Localized, primary osteoarthritis of the shoulder region",217,9.812992233348439e-05,1.5964657151731e-06
433968,Candidiasis,138,9.531032328390081e-05,1.7415989620070185e-06
444367,Cholelithiasis without obstruction,185,9.499609066272327e-05,6.427329502644949e-07
435839,Lymphedema,189,9.494309457862136e-05,3.870219915571152e-07
192353,Disorder of gallbladder,172,9.339326784097339e-05,6.323662897763578e-07
133299,Swelling of limb,149,9.192784338430684e-05,0.0
315286,Chronic ischemic heart disease,179,8.922412697797577e-05,6.611102120389197e-07
4098458,Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard),198,8.848466324168274e-05,0.0
4295624,Squamous cell carcinoma of skin of ear,99,8.822945008841664e-05,4.720331988546937e-06
137809,Primary malignant neoplasm of female breast,135,8.797824293658742e-05,9.433661044204683e-07
4168222,"Intra-abdominal and pelvic swelling, mass and lump",71,8.637419817020332e-05,1.867381109263081e-06
443580,Systolic heart failure,237,8.63696842078442e-05,0.0
4110192,Cerebral infarction due to thrombosis of cerebral arteries,189,8.600120143099658e-05,2.902664936678364e-07
4145825,Anorectal disorder,141,8.483468189189512e-05,1.9033188656219562e-06
439407,Disorder of nasal cavity,171,8.444905668493187e-05,1.0884993512543866e-07
437541,Glaucoma,137,8.412790296365096e-05,0.001318390414239313
443447,Iatrogenic hypotension,166,8.359315441213061e-05,0.0
4166126,"Localized swelling, mass and lump, trunk",154,8.317202293275748e-05,1.3386814243680931e-06
