disease_id,disease_name,degree,degree_centrality,strength,strength_norm
439696,Hypertensive heart and renal disease with (congestive) heart failure,506,0.3337730870712401,2489.0,0.21510673234811165
444101,Hypertensive heart failure,504,0.3324538258575198,2444.0,0.21121769942096622
437827,Pure hypercholesterolemia,503,0.3317941952506596,2087.0,0.18036470486561232
432870,Thrombocytopenic disorder,503,0.3317941952506596,2130.0,0.18408089188488463
314059,Right bundle branch block,492,0.3245382585751979,2206.0,0.1906490363840636
255573,Chronic obstructive lung disease,490,0.3232189973614776,2316.0,0.2001555613170858
75909,Disorder of bone,487,0.3212401055408971,1989.0,0.1718952553798289
378253,Headache,486,0.32058047493403696,1798.0,0.15538847117794485
437833,Hypokalemia,485,0.31992084432717677,1938.0,0.16748768472906403
321319,Cardiomyopathy,484,0.31926121372031663,2070.0,0.1788955146486907
4141360,Chronic atrial fibrillation,483,0.3186015831134565,2178.0,0.18822919367383978
40481919,Coronary atherosclerosis,483,0.3186015831134565,2370.0,0.20482240082966036
4188331,Chronic pulmonary edema,481,0.31728232189973615,2225.0,0.19229107250885835
37311319,Hypovolemia,480,0.316622691292876,1879.0,0.16238873044680668
78232,Shoulder joint pain,479,0.3159630606860158,1986.0,0.17163598651801917
4229440,Chronic congestive heart failure,479,0.3159630606860158,2487.0,0.21493388644023853
318800,Gastroesophageal reflux disease,478,0.3153034300791557,1922.0,0.166104917466079
80180,Osteoarthritis,477,0.31464379947229554,1801.0,0.15564774003975457
192450,Retention of urine,475,0.3133245382585752,1895.0,0.1637714977097917
438398,Leukocytosis,474,0.31266490765171506,2038.0,0.1761299801227206
201618,Disorder of intestine,473,0.31200527704485487,1786.0,0.15435139573070608
314665,Atrial flutter,471,0.3106860158311346,2195.0,0.18969838389076138
140673,Hypothyroidism,463,0.3054089709762533,1881.0,0.1625615763546798
377889,Hearing loss,460,0.3034300791556728,1784.0,0.15417854982283294
317576,Coronary arteriosclerosis,457,0.30145118733509235,2193.0,0.18952553798288826
4201745,Disorder of digestive system,457,0.30145118733509235,1904.0,0.1645493042952208
198803,Benign prostatic hyperplasia,456,0.3007915567282322,1857.0,0.16048742546020223
197672,Urinary incontinence,456,0.3007915567282322,1732.0,0.14968455621813154
4282096,"Major depression, single episode",451,0.2974934036939314,1897.0,0.16394434361766486
140214,Eruption,449,0.29617414248021107,1645.0,0.14216575922565033
42537730,Coronary artery graft present,448,0.2955145118733509,1937.0,0.16740126177512749
4079750,Osteoarthritis of knee,447,0.2948548812664908,1753.0,0.15149943825079942
376208,Disorder of soft tissue,444,0.2928759894459103,1618.0,0.13983233946936308
4268911,Disorientated,441,0.29089709762532984,1712.0,0.14795609713940022
4170554,Hip pain,438,0.28891820580474936,1555.0,0.13438769337135945
24134,Neck pain,436,0.287598944591029,1648.0,0.14242502808746002
314379,First degree atrioventricular block,436,0.287598944591029,1717.0,0.14838821190908305
45766714,Inflammatory dermatosis,428,0.28232189973614774,1467.0,0.12678247342494167
4000609,Disorder of upper gastrointestinal tract,427,0.2816622691292876,1613.0,0.13940022469968025
194984,Disease of liver,425,0.28034300791556727,1622.0,0.14017803128510933
200174,Disorder of skin and/or subcutaneous tissue,425,0.28034300791556727,1472.0,0.1272145881946245
440383,Depressive disorder,415,0.2737467018469657,1621.0,0.14009160833117276
42537729,Aortocoronary bypass graft present,415,0.2737467018469657,1856.0,0.16040100250626566
4152384,Non-rheumatic aortic sclerosis,415,0.2737467018469657,1807.0,0.15616627776337394
315078,Palpitations,415,0.2737467018469657,1660.0,0.14346210353469882
44784439,Benign hypertensive renal disease with renal failure,413,0.27242744063324537,1749.0,0.15115374643505314
79864,Hematuria syndrome,406,0.2678100263852243,1481.0,0.1279923947800536
4103295,Ventricular tachycardia,405,0.26715039577836414,1797.0,0.1553020482240083
443454,Cerebral infarction,403,0.2658311345646438,1568.0,0.1355111917725348
257907,Disorder of lung,400,0.2638522427440633,1703.0,0.14717829055397114
443211,Benign prostatic hyperplasia with outflow obstruction,398,0.262532981530343,1583.0,0.13680753608158328
4275423,Supraventricular tachycardia,398,0.262532981530343,1735.0,0.14994382507994122
434610,Hyperkalemia,397,0.26187335092348285,1478.0,0.12773312591824387
4270024,Acute non-ST segment elevation myocardial infarction,397,0.26187335092348285,1518.0,0.1311900440757065
4180628,Disorder of body system,396,0.2612137203166227,1401.0,0.12107855846512834
4322175,Late effect of complications of procedure,396,0.2612137203166227,1407.0,0.12159709618874773
80502,Osteoporosis,395,0.2605540897097625,1475.0,0.1274738570564342
442077,Anxiety disorder,393,0.25923482849604224,1549.0,0.13386915564774005
434004,Hypervolemia,393,0.25923482849604224,1610.0,0.13914095583787053
319041,Orthostatic hypotension,392,0.25857519788918204,1398.0,0.12081928960331864
136788,Spinal stenosis of lumbar region,391,0.2579155672823219,1501.0,0.1297208538587849
440674,Gout,391,0.2579155672823219,1479.0,0.12781954887218044
444239,Postprocedural state finding,390,0.25725593667546176,1572.0,0.13585688358828105
312934,Atherosclerosis of aorta,390,0.25725593667546176,1696.0,0.14657332987641516
443601,Chronic kidney disease stage 2,388,0.2559366754617414,1619.0,0.13991876242329962
4168700,Localized enlarged lymph nodes,384,0.2532981530343008,1439.0,0.12436263071471783
197988,Generalized abdominal pain,382,0.2519788918205805,1342.0,0.11597960418287097
436070,Vitamin D deficiency,379,0.25,1374.0,0.11874513870884107
200843,Finding of frequency of urination,378,0.24934036939313983,1275.0,0.11018926626912108
375415,Injury of head,378,0.24934036939313983,1312.0,0.11338691556477401
261600,Acute pulmonary edema,376,0.24802110817941952,1387.0,0.11986863711001643
4182210,Dementia,373,0.24604221635883905,1396.0,0.12064644369544551
321052,Peripheral vascular disease,371,0.24472295514511874,1510.0,0.130498660444214
4142875,Solitary nodule of lung,371,0.24472295514511874,1437.0,0.1241897848068447
45768812,Anemia in chronic kidney disease,369,0.2434036939313984,1279.0,0.11053495808486734
42538119,Transplanted heart valve present,368,0.24274406332453827,1595.0,0.13784461152882205
37016349,Hyperglycemia due to type 2 diabetes mellitus,367,0.2420844327176781,1376.0,0.1189179846167142
192671,Gastrointestinal hemorrhage,365,0.2407651715039578,1411.0,0.121942788004494
44782719,Chronic combined systolic and diastolic heart failure,363,0.23944591029023746,1386.0,0.11978221415607986
440417,Pulmonary embolism,362,0.23878627968337732,1190.0,0.102843315184513
36712983,Angina co-occurrent and due to coronary arteriosclerosis,361,0.23812664907651715,1338.0,0.11563391236712471
437247,Anemia of chronic disease,360,0.23746701846965698,1287.0,0.11122634171635987
4152351,"Abdominal distension, gaseous",359,0.23680738786279684,1252.0,0.10820153832858007
194081,Acute cystitis,358,0.23614775725593667,1270.0,0.10975715149943825
40480602,Acute on chronic systolic heart failure,355,0.2341688654353562,1513.0,0.13075792930602367
135777,Neoplasm of uncertain behavior of skin,354,0.23350923482849603,1134.0,0.09800362976406533
4134121,Lumbar radiculopathy,354,0.23350923482849603,1148.0,0.09921355111917725
4169095,Bradycardia,352,0.23218997361477572,1354.0,0.11701667963010975
316998,Left bundle branch block,350,0.23087071240105542,1381.0,0.11935009938639703
438720,Mixed hyperlipidemia,348,0.22955145118733508,1205.0,0.10413965949356149
138825,Actinic keratosis,346,0.22823218997361477,1127.0,0.09739866908650938
192963,Disorder of pancreas,345,0.2275725593667546,1336.0,0.11546106645925158
4164898,Diverticulosis of large intestine without diverticulitis,345,0.2275725593667546,1241.0,0.10725088583527785
4098604,Hypomagnesemia,343,0.2262532981530343,1115.0,0.09636159363927059
257007,Allergic rhinitis,342,0.22559366754617413,1089.0,0.09411459683691989
197684,Dysuria,342,0.22559366754617413,1134.0,0.09800362976406533
314664,Long QT syndrome,342,0.22559366754617413,1256.0,0.10854723014432634
40481043,Acute on chronic diastolic heart failure,341,0.224934036939314,1234.0,0.1066459251577219
200962,Primary malignant neoplasm of prostate,338,0.22295514511873352,1172.0,0.10128770201365482
442165,Loss of appetite,337,0.22229551451187335,1173.0,0.10137412496759139
4158911,Non-rheumatic heart valve disorder,337,0.22229551451187335,1423.0,0.12297986345173278
439147,Amnesia,337,0.22229551451187335,1177.0,0.10171981678333765
4295336,Left anterior fascicular block,336,0.22163588390501318,1145.0,0.09895428225736756
319844,Acute ischemic heart disease,335,0.22097625329815304,1145.0,0.09895428225736756
37119138,Iron deficiency anemia due to blood loss,335,0.22097625329815304,1235.0,0.10673234811165845
141932,Senile hyperkeratosis,335,0.22097625329815304,1055.0,0.09117621640307666
45766207,Non-rheumatic mitral valve stenosis with regurgitation,334,0.22031662269129287,1285.0,0.11105349580848674
434814,Late effect of medical and surgical care complication,332,0.21899736147757257,1104.0,0.09541094114596838
435788,Disorder of phosphorus metabolism,331,0.2183377308707124,1121.0,0.09688013136288999
434547,Complication of surgical procedure,330,0.21767810026385223,1321.0,0.1141647221502031
435829,Rheumatic disease of heart valve,329,0.2170184696569921,1326.0,0.11459683691988592
4322024,Pulmonary hypertension,329,0.2170184696569921,1310.0,0.11321406965690087
257011,Acute upper respiratory infection,328,0.21635883905013192,1092.0,0.09437386569872959
442019,Complication of procedure,327,0.21569920844327176,1127.0,0.09739866908650938
441258,Anemia in neoplastic disease,327,0.21569920844327176,1129.0,0.0975715149943825
4110961,Generalized ischemic myocardial dysfunction,326,0.21503957783641162,1253.0,0.10828796128251664
44782733,Acute on chronic combined systolic and diastolic heart failure,326,0.21503957783641162,1260.0,0.1088929219600726
4232697,Persistent atrial fibrillation,323,0.21306068601583114,1287.0,0.11122634171635987
438567,Adult failure to thrive syndrome,321,0.2117414248021108,1077.0,0.0930775213896811
4346975,Lumbar spondylosis,321,0.2117414248021108,1006.0,0.08694149166018494
443587,Diastolic heart failure,321,0.2117414248021108,1144.0,0.09886785930343099
195562,Hemorrhoids,318,0.20976253298153033,1080.0,0.09333679025149079
443612,Chronic kidney disease stage 4,317,0.2091029023746702,1076.0,0.09299109843574453
46271075,Acute hypoxemic respiratory failure,315,0.20778364116094986,1196.0,0.1033618529081324
37016114,Acute on chronic hypoxemic respiratory failure,314,0.20712401055408972,1142.0,0.09869501339555786
135618,Pruritic rash,313,0.20646437994722955,974.0,0.08417595713421484
40321716,Secondary thrombocytopenia,309,0.2038258575197889,939.0,0.08115115374643506
4153380,Disorder of carotid artery,303,0.19986807387862796,1050.0,0.09074410163339383
372892,Metabolic encephalopathy,302,0.19920844327176782,976.0,0.08434880304208797
135930,Musculoskeletal finding,302,0.19920844327176782,931.0,0.08045977011494253
196236,Septic shock,302,0.19920844327176782,1033.0,0.08927491141647222
441872,Supraventricular premature beats,302,0.19920844327176782,987.0,0.0852994555353902
314054,Aortic valve disorder,301,0.19854881266490765,1179.0,0.10189266269121079
4117695,Pain in left lower limb,299,0.19722955145118734,933.0,0.08063261602281566
4110815,"Sensorineural hearing loss, bilateral",295,0.1945910290237467,915.0,0.07907700285195748
372887,Disorder of brain,295,0.1945910290237467,978.0,0.08452164894996111
197917,Disorder of biliary tract,295,0.1945910290237467,1115.0,0.09636159363927059
4058155,Bed-ridden,294,0.19393139841688653,933.0,0.08063261602281566
261325,Pulmonary emphysema,294,0.19393139841688653,963.0,0.08322530464091263
601619,Pain of right knee joint,293,0.1932717678100264,978.0,0.08452164894996111
40304526,Nocturia,293,0.1932717678100264,960.0,0.08296603577910293
201072,Benign prostatic hyperplasia without outflow obstruction,291,0.19195250659630606,1027.0,0.08875637369285282
43530621,Acute postoperative pain,290,0.19129287598944592,936.0,0.08089188488462536
438791,Pulmonary congestion and hypostasis,290,0.19129287598944592,1364.0,0.11788090916947541
312327,Acute myocardial infarction,288,0.18997361477572558,1012.0,0.08746002938380434
4150125,Persistent pain following procedure,285,0.1879947229551451,977.0,0.08443522599602454
4187218,Pneumonitis due to inhaled substance,284,0.18733509234828497,958.0,0.0827931898712298
200528,Ascites,284,0.18733509234828497,978.0,0.08452164894996111
132736,Bacteremia,284,0.18733509234828497,937.0,0.08097830783856193
138384,Acquired hypothyroidism,282,0.18601583113456466,980.0,0.08469449485783424
4103703,Melena,282,0.18601583113456466,1024.0,0.08849710483104313
4311499,Primary malignant neoplasm of respiratory tract,281,0.1853562005277045,929.0,0.0802869242070694
442752,Muscle pain,280,0.18469656992084432,914.0,0.07899057989802091
443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,280,0.18469656992084432,919.0,0.07942269466770374
373503,Transient cerebral ischemia,279,0.18403693931398418,914.0,0.07899057989802091
194686,Acquired renal cystic disease,277,0.18271767810026385,822.0,0.07103966813585688
374375,Impacted cerumen,276,0.1820580474934037,835.0,0.07216316653703224
313459,Sleep apnea,274,0.18073878627968337,937.0,0.08097830783856193
432851,Secondary malignant neoplastic disease,274,0.18073878627968337,865.0,0.0747558551551292
199074,Acute pancreatitis,273,0.18007915567282323,861.0,0.07441016333938294
197381,Epigastric pain,272,0.17941952506596306,912.0,0.07881773399014778
314754,Wheezing,271,0.1787598944591029,870.0,0.07518796992481203
4214376,Hyperglycemia,271,0.1787598944591029,909.0,0.07855846512833808
44784631,Pain due to neoplastic disease,269,0.1774406332453826,815.0,0.07043470745830092
4115171,Pain in right lower limb,268,0.17678100263852242,809.0,0.06991616973468154
319843,Mitral valve disorder,267,0.17612137203166228,913.0,0.07890415694408436
253796,Pneumothorax,267,0.17612137203166228,982.0,0.08486734076570737
4090207,Senile asthenia,266,0.17546174142480211,808.0,0.06982974678074497
138525,Pain in limb,265,0.17480211081794195,805.0,0.06957047791893527
4206148,Syncope and collapse,264,0.1741424802110818,920.0,0.07950911762164031
134898,Non-toxic uninodular goiter,262,0.17282321899736147,756.0,0.06533575317604355
4174262,Polyneuropathy,261,0.17216358839050133,877.0,0.07579293060236798
37311061,COVID-19,260,0.17150395778364116,798.0,0.06896551724137931
4092743,Unsteady when standing,258,0.17018469656992086,787.0,0.0680148647480771
443392,Malignant neoplastic disease,257,0.1695250659630607,891.0,0.07700285195747991
141941,Cervical spondylosis without myelopathy,256,0.16886543535620052,759.0,0.06559502203785325
435613,Cellulitis,255,0.16820580474934038,766.0,0.06619998271540921
4306267,Coag./bleeding tests abnormal,255,0.16820580474934038,899.0,0.07769423558897243
201337,Disorder of bladder,254,0.16754617414248021,757.0,0.06542217612998012
437579,Paroxysmal ventricular tachycardia,253,0.16688654353562005,892.0,0.07708927491141647
316429,Premature beats,252,0.1662269129287599,861.0,0.07441016333938294
74130,Thoracic spondylosis without myelopathy,251,0.16556728232189974,776.0,0.06706421225477487
196456,Gallstone,250,0.16490765171503957,775.0,0.06697778930083831
40482267,Imaging of gastrointestinal tract abnormal,250,0.16490765171503957,777.0,0.06715063520871144
42873170,Dependence on supplemental oxygen,249,0.16424802110817943,822.0,0.07103966813585688
198263,Right upper quadrant pain,248,0.16358839050131926,794.0,0.06861982542563305
29735,Candidiasis of mouth,248,0.16358839050131926,699.0,0.06040964480165932
601622,Pain of left knee region,248,0.16358839050131926,816.0,0.0705211304122375
4079749,Osteoarthritis of hip,246,0.16226912928759896,763.0,0.06594071385359952
4059015,Falls,245,0.1616094986807388,721.0,0.062310949788263764
199754,Primary malignant neoplasm of pancreas,244,0.16094986807387862,874.0,0.0755336617405583
321588,Heart disease,243,0.16029023746701848,831.0,0.07181747472128597
434657,Weakness of face muscles,242,0.15963060686015831,676.0,0.05842191686111831
315085,Lymphadenopathy,241,0.15897097625329815,821.0,0.07095324518192032
195771,Secondary diabetes mellitus,240,0.158311345646438,647.0,0.05591565119695791
80816,Degeneration of intervertebral disc,238,0.15699208443271767,699.0,0.06040964480165932
4128329,Menopause present,238,0.15699208443271767,702.0,0.06066891366346902
443580,Systolic heart failure,237,0.15633245382585753,846.0,0.07311381903033445
79908,Muscle weakness,237,0.15633245382585753,719.0,0.06213810388039063
372409,Sciatica,235,0.1550131926121372,682.0,0.058940454584737706
4108814,Pericardial effusion - noninflammatory,235,0.1550131926121372,766.0,0.06619998271540921
432585,Blood coagulation disorder,234,0.15435356200527706,746.0,0.06447152363667791
43531681,Acute deep vein thrombosis of lower limb,233,0.1536939313984169,671.0,0.057989802091435484
77074,Joint pain,233,0.1536939313984169,703.0,0.060755336617405585
193326,Urge incontinence of urine,232,0.15303430079155672,748.0,0.06464436954455104
77646,Disorder of bone and articular cartilage,232,0.15303430079155672,781.0,0.0674963270244577
194406,Urinary tract obstruction,231,0.15237467018469658,691.0,0.0597182611701668
24818,Injury of neck,229,0.15105540897097625,680.0,0.05876760867686458
439392,Primary malignant neoplasm,229,0.15105540897097625,680.0,0.05876760867686458
37018196,Prediabetes,229,0.15105540897097625,740.0,0.06395298591305851
140648,Onychomycosis due to dermatophyte,228,0.1503957783641161,627.0,0.054187192118226604
80813,Lumbosacral spondylosis without myelopathy,227,0.14973614775725594,728.0,0.06291591046581972
443614,Chronic kidney disease stage 1,227,0.14973614775725594,660.0,0.05703914959813326
137977,Jaundice,225,0.14841688654353563,728.0,0.06291591046581972
40326053,Dysphonia,224,0.14775725593667546,622.0,0.053755077348543776
260139,Acute bronchitis,224,0.14775725593667546,637.0,0.055051421657592255
432795,Traumatic or non-traumatic injury,223,0.1470976253298153,646.0,0.05582922824302135
201061,Diaphragmatic hernia,223,0.1470976253298153,675.0,0.05833549390718175
4330445,Pleuritic pain,222,0.14643799472295516,659.0,0.0569527266441967
443410,Infective pneumonia,220,0.14511873350923482,827.0,0.07147178290553971
134765,Cachexia,220,0.14511873350923482,599.0,0.05176734940800277
77079,Spinal stenosis,219,0.14445910290237468,634.0,0.05479215279578256
73840,"Localized, primary osteoarthritis of the shoulder region",217,0.14313984168865435,635.0,0.054878575749719126
374888,Dementia associated with another disease,216,0.1424802110817942,655.0,0.056607034828450434
437312,Bleeding,216,0.1424802110817942,697.0,0.06023679889378619
137053,Seborrheic dermatitis,215,0.14182058047493404,575.0,0.049693198513525196
442793,Complication due to diabetes mellitus,214,0.14116094986807387,602.0,0.05202661826981246
198571,Cardiogenic shock,214,0.14116094986807387,711.0,0.06144672024889811
4094683,Chest injury,213,0.14050131926121373,645.0,0.05574280528908478
4112752,Basal cell carcinoma of skin,213,0.14050131926121373,595.0,0.0514216575922565
201066,Obstruction of bile duct,212,0.13984168865435356,690.0,0.05963183821623023
441408,Vomiting,212,0.13984168865435356,626.0,0.05410076916429003
4042728,Blood glucose abnormal,210,0.13852242744063326,585.0,0.050557428052890846
4288310,Carotid artery obstruction,207,0.13654353562005278,690.0,0.05963183821623023
195856,Cholangitis,207,0.13654353562005278,656.0,0.056693457782387005
4111921,Squamous cell carcinoma of skin,207,0.13654353562005278,566.0,0.0489153919280961
45768910,Uncomplicated asthma,207,0.13654353562005278,639.0,0.05522426756546539
137989,Abnormal results of cardiovascular function studies,206,0.1358839050131926,658.0,0.056866303690260134
377091,Seizure,206,0.1358839050131926,587.0,0.05073027396076398
4261842,Sick sinus syndrome,205,0.13522427440633245,611.0,0.052804424855241554
441051,Thoracic aortic aneurysm without rupture,204,0.1345646437994723,719.0,0.06213810388039063
78508,Arthralgia of the ankle and/or foot,203,0.13390501319261214,556.0,0.048051162388730445
193782,End-stage renal disease,202,0.13324538258575197,601.0,0.051940195315875896
77234,Benign neoplasm of colon,202,0.13324538258575197,562.0,0.04856970011234984
433811,Hydronephrosis,202,0.13324538258575197,613.0,0.05297727076311468
312648,Benign essential hypertension,202,0.13324538258575197,595.0,0.0514216575922565
443611,Chronic kidney disease stage 5,198,0.13060686015831136,534.0,0.046149857402126
4098458,Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard),198,0.13060686015831136,589.0,0.05090311986863711
195083,Left lower quadrant pain,197,0.1299472295514512,488.0,0.042174401521043986
200845,Urgent desire to urinate,197,0.1299472295514512,558.0,0.04822400829660358
374366,Sensorineural hearing loss,196,0.12928759894459102,561.0,0.048483277158413274
316822,Heart murmur,196,0.12928759894459102,639.0,0.05522426756546539
4041283,General finding of observation of patient,195,0.12862796833773088,517.0,0.04468066718520439
441829,Hyperosmolality and or hypernatremia,195,0.12862796833773088,567.0,0.04900181488203267
321887,Disorder of artery,193,0.12730870712401055,652.0,0.05634776596664074
321318,Angina pectoris,193,0.12730870712401055,584.0,0.05047100509895428
45763854,Chronic kidney disease stage 3A,193,0.12730870712401055,571.0,0.04934750669777893
4250169,Bifascicular block,190,0.12532981530343007,622.0,0.053755077348543776
443257,Swelling / lump finding,190,0.12532981530343007,499.0,0.04312505401434621
432582,Neoplastic disease of uncertain behavior,189,0.12467018469656992,502.0,0.04338432287615591
435839,Lymphedema,189,0.12467018469656992,503.0,0.04347074583009247
4110192,Cerebral infarction due to thrombosis of cerebral arteries,189,0.12467018469656992,532.0,0.04597701149425287
4092216,Malignant neoplasm of upper lobe of lung,188,0.12401055408970976,553.0,0.04779189352692075
320744,Complete atrioventricular block,188,0.12401055408970976,596.0,0.05150808054619307
81611,Diverticular disease of colon,188,0.12401055408970976,542.0,0.04684124103361853
72990,Localized osteoarthrosis uncertain if primary OR secondary,187,0.12335092348284961,516.0,0.04459424423126782
444044,Acute tubular necrosis,185,0.12203166226912929,583.0,0.05038458214501772
78097,Secondary malignant neoplasm of bone,185,0.12203166226912929,531.0,0.04589058854031631
444367,Cholelithiasis without obstruction,185,0.12203166226912929,515.0,0.04450782127733126
4195677,Rheumatic tricuspid valve regurgitation,184,0.12137203166226913,614.0,0.05306369371705125
375545,Cataract,184,0.12137203166226913,572.0,0.049433929651715496
4155909,Anesthesia of skin,184,0.12137203166226913,548.0,0.04735977875723792
433163,Deficiency of macronutrients,183,0.12071240105540897,478.0,0.041310171981678336
44782718,Acute combined systolic and diastolic heart failure,183,0.12071240105540897,564.0,0.048742546020222974
4195892,Chronic cor pulmonale,183,0.12071240105540897,631.0,0.05453288393397286
40481042,Acute diastolic heart failure,182,0.12005277044854881,526.0,0.04545847377063348
4329041,Pain,181,0.11939313984168866,500.0,0.04321147696828278
443782,Tremor,181,0.11939313984168866,490.0,0.04234724742891712
4111566,Disorders of both mitral and tricuspid valves,180,0.11873350923482849,609.0,0.05263157894736842
37110250,Atherosclerosis of artery of lower limb,180,0.11873350923482849,524.0,0.04528562786276035
4228361,Asteatosis cutis,180,0.11873350923482849,487.0,0.04208797856710742
136497,Scar conditions and fibrosis of skin,180,0.11873350923482849,484.0,0.04182870970529773
315286,Chronic ischemic heart disease,179,0.11807387862796834,592.0,0.0511623887304468
316993,Tricuspid valve disorder,179,0.11807387862796834,633.0,0.054705729841846
