disease_id,disease_name,community,degree,clustering
193518,Intestinal obstruction,0,689,0.5927996422182469
4311499,Primary malignant neoplasm of respiratory tract,0,687,0.5740469612673516
201072,Benign prostatic hyperplasia without outflow obstruction,0,682,0.5998208603011786
45770886,Disorder of plasma protein metabolism,0,679,0.596413257393095
134765,Cachexia,0,679,0.6013876036684175
40482228,Imaging of thorax abnormal,0,658,0.6049927597581343
4168222,"Intra-abdominal and pelvic swelling, mass and lump",0,654,0.5491286979408142
78097,Secondary malignant neoplasm of bone,0,648,0.545046463258725
444367,Cholelithiasis without obstruction,0,648,0.6156811113019253
4027384,Inflammatory disorder,0,646,0.5824129406964744
437579,Paroxysmal ventricular tachycardia,0,638,0.6130126031603864
377091,Seizure,0,638,0.6105470883796007
4145825,Anorectal disorder,0,635,0.6233140415807645
314054,Aortic valve disorder,0,625,0.6288051282051282
380378,Epilepsy,0,615,0.6002277482058208
313209,Left bundle branch hemiblock,0,613,0.6308415699069188
78786,Pleurisy,0,612,0.6737588652482269
136184,Pruritus of skin,0,610,0.6631941640421007
437992,Renal function tests abnormal,0,598,0.6630196691372133
4111921,Squamous cell carcinoma of skin,0,596,0.6365912808076251
137379,Musculoskeletal symptom,0,596,0.6235688906435057
200962,Primary malignant neoplasm of prostate,0,594,0.6085191430891262
74130,Thoracic spondylosis without myelopathy,0,592,0.6501920702428317
4195892,Chronic cor pulmonale,0,590,0.6442634744323904
443530,Hematochezia,0,586,0.6711239462092704
197324,Disorder of peritoneum,0,582,0.6259855327051949
36713112,Pancytopenia due to antineoplastic chemotherapy,0,580,0.608022154725746
316993,Tricuspid valve disorder,0,580,0.6539276993627539
254591,Secondary malignant neoplasm of lung,0,574,0.6244413229472608
4119158,Neutropenic disorder,0,574,0.561437753494962
197032,Hyperplasia of prostate,0,574,0.7137749238374956
199754,Primary malignant neoplasm of pancreas,0,571,0.6028819860509417
40479625,Atherosclerosis of artery,0,567,0.6610328989598718
432289,Drug-induced neutropenia,0,567,0.6663737606022647
4280354,Nutritional anemia,0,566,0.6873823446636855
197676,Large liver,0,565,0.6812088118998305
42537741,Transplant present,0,561,0.6711102622867329
4021915,Hematopoietic system finding,0,560,0.6636787630973677
443238,Diabetic - poor control,0,557,0.6744959508156491
134441,Chronic ulcer of skin,0,556,0.708205327629788
319049,Acute respiratory failure,0,553,0.5911235159996855
318772,Disorder of pericardium,0,550,0.6985196224540486
436677,Adjustment disorder,0,548,0.6739748328640628
376961,Disturbance of consciousness,0,540,0.5987906273620559
192680,Portal hypertension,0,540,0.668872397443826
381537,Organic anxiety disorder,0,540,0.7058682058682059
201965,Shock,0,535,0.6853442542616123
192359,Renal failure syndrome,0,532,0.6866813927474053
433811,Hydronephrosis,0,531,0.6610311622783641
439154,Abnormal findings on diagnostic imaging of skull and head,0,529,0.675896488514636
137977,Jaundice,0,523,0.6529819857439031
4058155,Bed-ridden,0,522,0.7085475176679095
440329,Herpes zoster without complication,0,520,0.6805691418408182
201066,Obstruction of bile duct,0,515,0.6445997506705451
437264,Tobacco dependence syndrome,0,505,0.6715385824296716
201461,Disorder affecting transplanted structure,0,505,0.6869715542982869
137809,Primary malignant neoplasm of female breast,0,502,0.6513824939761911
4201388,Gastrostomy present,0,495,0.6811761338077128
438725,Disorder of magnesium metabolism,0,491,0.6825138201920279
438112,Neoplastic disease,0,489,0.6751399644641121
443732,Disorder due to type 2 diabetes mellitus,0,489,0.7299356331087197
201613,Chronic nonalcoholic liver disease,0,484,0.6402392074328833
440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",0,483,0.698074791886807
4156515,Malnutrition (calorie),0,476,0.6830605926581159
4178810,Gastrointestinal complication of procedure,0,463,0.7162211438669323
4117779,Peripheral nerve disease,0,459,0.7280208541446661
442306,Adjustment disorder with depressed mood,0,454,0.7466328247318416
435459,Staphylococcal infectious disease,0,450,0.7267409057164068
36716935,Acquired absence of cervix and uterus,0,449,0.7115315781100859
138519,Spondylosis without myelopathy,0,446,0.7752002821585127
433701,Mycosis,0,440,0.7223752329674881
440032,Cytomegalovirus infection,0,435,0.7616611049314053
35624756,Anemia due to and following chemotherapy,0,428,0.7142528836262557
320073,Neutropenia,0,427,0.7216413233499357
432571,Malignant lymphoma,0,423,0.6447178246109374
434633,Disorder of autonomic nervous system,0,422,0.8019497697875742
37396808,Cancer-related fatigue,0,418,0.7355340607896458
4110192,Cerebral infarction due to thrombosis of cerebral arteries,0,416,0.7546455050973123
441541,Lymphocytopenia,0,415,0.7236598568185787
198700,Secondary malignant neoplasm of liver,0,414,0.6771122106420558
193688,Clostridioides difficile infection,0,413,0.7360774818401937
436073,Psychotic disorder,0,412,0.7543878298254317
194406,Urinary tract obstruction,0,410,0.7292861828373784
37394658,Severe sepsis,0,407,0.6401641229227436
444406,Acute subendocardial infarction,0,405,0.6990587947683657
4198042,Disorder of bilirubin metabolism,0,404,0.737672898803528
321042,Cardiac arrest,0,401,0.7452992518703242
435726,Mechanical complication of device,0,401,0.7191147132169576
4288544,Inguinal hernia,0,400,0.7704761904761904
195856,Cholangitis,0,399,0.7012002367728366
192357,Paralytic ileus,0,397,0.7491412869246622
435149,Complication of internal device,0,397,0.7130626160852861
43530605,Pulmonary embolism with pulmonary infarction,0,396,0.7524741081703107
78236,Muscle atrophy,0,388,0.8082660699539146
4152347,Drowsy,0,386,0.7509185115402732
432250,Disorder due to infection,0,385,0.7797483766233766
40492458,Neoplasm of uncertain behavior of digestive organ,0,385,0.7599702380952381
436339,Bacterial infection due to Klebsiella pneumoniae,0,384,0.7689703002610966
4092216,Malignant neoplasm of upper lobe of lung,0,383,0.7317266550927508
432875,Anemia due to chronic blood loss,0,380,0.8038189140397167
4298026,Squamous cell carcinoma of skin of face,0,379,0.7482095740670939
4160962,Antineoplastic poisoning,0,378,0.7304113511010063
443730,Disorder of nervous system due to diabetes mellitus,0,376,0.8076879432624113
440649,Primary malignant neoplasm of head of pancreas,0,375,0.728541889483066
261326,Viral pneumonia,0,375,0.817283422459893
4307981,Clostridium difficile colitis,0,372,0.7914963916181201
26727,Hematemesis,0,372,0.7489928412022143
432596,Immune defect,0,371,0.8183579806221316
139057,Disorder of oral soft tissues,0,370,0.6992309382553284
201265,Disorder of spleen,0,368,0.7879694349010781
196151,Functional disorder of intestine,0,365,0.7867680264940539
257628,Systemic lupus erythematosus,0,362,0.7066466690133301
46269921,Oral ulcerative mucositis due to antineoplastic therapy,0,362,0.7039837161965687
200485,Pressure ulcer of buttock,0,360,0.8536521200866605
4188155,Hernia of anterior abdominal wall,0,356,0.7941129925621142
40481920,Periumbilical pain,0,355,0.841219065807273
4064036,Generalized skin eruption caused by drug and medicament,0,353,0.7833987895956734
261687,Hemoptysis,0,348,0.8347245685514592
46270151,Dependence on respiratory device,0,346,0.8137723045991455
134116,Dermatitis due to drug AND/OR medicine taken internally,0,344,0.7500847515085769
433435,Carcinoma in situ,0,343,0.8044601299166283
440530,Oropharyngeal dysphagia,0,342,0.7448680351906158
195581,Peritoneal adhesion,0,341,0.7625323443160256
4216894,Precipitous drop in hematocrit,0,338,0.8542833564518112
132781,Mechanical complication of vascular device,0,336,0.7631130063965885
318096,Secondary malignant neoplasm of lymph node,0,334,0.7025948103792415
374923,Bell's palsy,0,333,0.7523065233908608
135333,Pressure ulcer,0,330,0.8057658653403335
317376,Tachypnea,0,329,0.8286196159833938
197494,Viral hepatitis C,0,325,0.792383665716999
440072,Hypogammaglobulinemia,0,320,0.7905760188087775
36684319,Adjustment disorder with mixed anxiety and depressed mood,0,319,0.807377614794661
4108817,"Tricuspid valve disorder, non-rheumatic",0,318,0.8102097097394997
440058,Malignant lymphoma of extranodal AND/OR solid organ site,0,318,0.7884054520564252
140480,Impetigo,0,314,0.8164058525467532
374384,Cerebral ischemia,0,313,0.8118292782829524
4121341,Diffuse cerebrovascular disease,0,313,0.8118292782829524
444247,Venous thrombosis,0,313,0.7702547718522159
141253,Disorder of thyroid gland,0,310,0.8075790792358284
381551,Polyneuropathy due to drug,0,309,0.7619047619047619
36716270,Cyst of kidney,0,308,0.840496636913575
196738,Disorder of male genital organ,0,306,0.8783885138754955
74138,Pathological fracture of vertebra,0,305,0.8244823123382226
441830,Disorder of fluid AND/OR electrolyte,0,303,0.8239022577754465
4038838,Non-Hodgkin's lymphoma (clinical),0,302,0.7827990583265495
72266,Secondary malignant neoplasm of pleura,0,300,0.7983723522853957
75065,Acquired deformity of spine,0,298,0.8026122522766818
376690,Cerebral edema,0,297,0.6763581763581764
442555,Breathing painful,0,294,0.7985651598523369
376106,Disorder of the central nervous system,0,292,0.8000988560937721
142026,Disorder of cardiovascular prostheses and implants,0,291,0.8352648418059012
4157456,Primary malignant neoplasm of skin head and neck,0,290,0.8088772222885098
132841,Malignant lymphoma of lymph nodes of multiple sites,0,290,0.7604820427156664
4140207,Nephrosclerosis,0,289,0.8669261822376009
140190,Disorder of back,0,289,0.8390522875816994
192735,Malignant ascites,0,288,0.7875774293457221
40493038,Sepsis due to Gram negative bacteria,0,288,0.801296941540844
440979,Acquired hemolytic anemia,0,287,0.8569479301186618
42537745,Bone marrow transplant present,0,287,0.7503472137618479
433516,Duodenitis,0,281,0.8048042704626335
3655266,Pleural effusion due to malignant neoplastic disease,0,280,0.8122119815668203
437233,Multiple myeloma,0,277,0.8381729712760948
139766,Carcinoma in situ of scalp and skin of neck,0,277,0.8287029770313399
440021,Herpes simplex without complication,0,275,0.8059455872594559
4130372,Congenital anomaly of intestinal tract,0,274,0.868853773963263
439408,Graft complications,0,274,0.7509959626747947
40482727,Combined systolic and diastolic dysfunction,0,273,0.8705020469726352
46270513,Secondary malignant neoplasm of right lung,0,270,0.7875258157786039
4201387,Tracheostomy present,0,270,0.8450227178851715
4299417,Basal cell carcinoma of face,0,268,0.856559897143496
139750,Primary malignant neoplasm of skin,0,265,0.7958261863922241
198464,Incisional hernia,0,265,0.7862492853058891
4281826,Lymphocytosis,0,262,0.8484688953233307
35624677,Sebaceous cyst of skin,0,261,0.8705865016209844
317003,Compression of vein,0,260,0.8680724680724681
133726,Carcinoma in situ of skin of face,0,259,0.852743108557062
442068,Cellulitis and abscess of forearm,0,259,0.8880907485558648
373449,Drug-induced delirium,0,256,0.8435661764705882
4147185,Cardiovascular symptoms,0,255,0.895414543770264
197913,Disorder of function of stomach,0,254,0.8372288444181631
140352,"Acute myeloid leukemia, disease",0,253,0.753717297195558
198177,Abdominal aortic aneurysm,0,253,0.8358115314637053
4168686,Jaw pain,0,252,0.8775690887244673
4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung",0,251,0.836207171314741
192360,Cyst and pseudocyst of pancreas,0,250,0.8073253012048193
140842,Changes in skin texture,0,248,0.820066605720256
138994,Myelodysplastic syndrome (clinical),0,247,0.8187353938316712
437474,Postoperative infection,0,245,0.7907661425225828
4160859,Methicillin resistant Staphylococcus aureus carrier,0,244,0.8053700330567362
4195694,Acute respiratory distress syndrome,0,243,0.8464442403836343
192956,Cholecystitis,0,242,0.8592640855937725
44784632,Episodic mood disorder,0,241,0.8703319502074689
376229,Abnormal involuntary movement,0,240,0.8407252440725244
193252,Diverticulosis of small intestine,0,240,0.9042538354253835
443216,Graft versus host disease,0,239,0.8297528216307444
4260546,Ulcerative stomatitis,0,239,0.8204001265778278
42539582,Acquired absence of genital organ,0,238,0.8518597312342658
197500,Primary malignant neoplasm of colon,0,237,0.8222126868340127
37205080,Disorder due to and following drug poisoning,0,237,0.8422012443681614
25572,Disorder of salivary gland,0,236,0.7490804183195096
437169,Disorder of transplanted bone marrow,0,236,0.8151460512080779
198809,Acute cholecystitis,0,235,0.8393526095653755
438383,Essential thrombocythemia,0,234,0.8616705183228789
439416,Acute graft-versus-host disease,0,234,0.843586075345732
134308,Carcinoma in situ of skin of lower limb,0,233,0.8498594050614178
433456,Acute pain,0,233,0.8819002515909428
4237824,Gastric varices,0,232,0.8476265114196149
4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),0,231,0.8252587991718426
46273652,Secondary malignant neoplasm of left lung,0,229,0.8355933501876963
40487064,Sepsis due to Escherichia coli,0,228,0.9006878429554062
444410,Carcinoma in situ of skin of ear,0,228,0.8217018316716902
374009,Organic mental disorder,0,227,0.8440606604031032
4082311,B-cell chronic lymphocytic leukemia,0,227,0.8810182838875678
75941,Closed fracture of one rib,0,227,0.8949358699465908
201916,Ureteric stone,0,226,0.8885349065880039
4158910,Secondary malignant neoplasm of unknown site,0,225,0.8466269841269841
433031,Hallucinations,0,225,0.8891269841269841
192273,Benign neoplasm of adrenal gland,0,220,0.9236197592361975
4241908,Carcinoma in situ of skin of upper limb,0,220,0.8398505603985056
195596,Chronic pancreatitis,0,218,0.8786623261319917
312940,Acute-on-chronic respiratory failure,0,215,0.8563790480330363
4079499,Convalescence after radiotherapy,0,214,0.8369970602430784
437779,Streptococcal infectious disease,0,213,0.842368677473647
4147183,General symptom,0,209,0.8632223040117777
199837,Portal vein thrombosis,0,209,0.8517666543982333
438624,Complication of renal dialysis,0,206,0.9043807719630594
434085,Obstruction of duodenum,0,206,0.8439024390243902
74719,Ulcer of foot,0,205,0.8682448589191775
378756,Conjunctival hemorrhage,0,205,0.8977522716403634
444411,Carcinoma in situ of skin of trunk,0,204,0.8925915193663673
196463,Alcoholic cirrhosis,0,204,0.8592678450690621
4001664,Intrahepatic bile duct carcinoma,0,204,0.8342509417560128
259992,Ventilator associated pneumonia,0,203,0.8852850802321611
4198381,Ulcer of duodenum,0,202,0.8879365548495148
24230,Foreign body in larynx,0,200,0.9123115577889447
434314,Chronic graft-versus-host disease,0,198,0.869814900271753
4246451,Secondary malignant neoplasm of brain,0,198,0.8416653848125929
135893,Pressure ulcer of heel,0,197,0.9047964363410339
44783163,Pressure ulcer of lower back,0,197,0.9021547705376567
43530637,Postprocedural fever,0,197,0.9026209468558998
436421,"Mixed conductive and sensorineural hearing loss, bilateral",0,196,0.9166928309785453
4001171,Liver cell carcinoma,0,195,0.8800422944752841
438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",0,195,0.8062913031985197
434622,Deficiency anemias,0,194,0.9221195448961059
4028387,Disorder of integument,0,194,0.8976016238448801
194990,Inflammatory disease of liver,0,192,0.8780541012216405
436665,Bipolar disorder,0,189,0.8713272543059777
439751,Secondary malignant neoplasm of intrathoracic lymph nodes,0,188,0.8252360905677552
444122,Calculus of bile duct with obstruction,0,187,0.8621125869702719
443236,Hypnotic or anxiolytic dependence,0,187,0.883617963314358
317302,Sinus node dysfunction,0,186,0.9036907875617552
192568,Secondary malignant neoplasm of intra-abdominal lymph nodes,0,186,0.8298169136878815
4320332,Hydrocele of tunica vaginalis,0,186,0.9591397849462365
196360,Primary malignant neoplasm of bladder,0,182,0.8656426446481695
4092879,Absent kidney,0,182,0.873535304474531
374022,Hemiplegia,0,180,0.8561142147734326
40486896,Primary malignant neoplasm of extrahepatic bile duct,0,180,0.8524518932340162
4130839,Neoplasm of lymph node,0,179,0.7734605486159061
22340,Esophageal varices without bleeding,0,179,0.8965538886447806
4340390,Chronic hepatic failure,0,179,0.9056556399472726
4246395,Cellulitis of abdominal wall,0,179,0.9237336011549808
192731,Digestive symptom,0,179,0.8843136024103948
4131422,Neoplasm of intra-abdominal lymph nodes,0,177,0.8785310734463276
313221,Rheumatic aortic stenosis,0,177,0.9306625577812019
73571,Pathological fracture,0,176,0.9201298701298701
198985,Primary malignant neoplasm of kidney,0,175,0.8830870279146141
314971,Chronic respiratory failure,0,175,0.8941871921182266
196925,Secondary malignant neoplasm of retroperitoneum and peritoneum,0,174,0.8523021726131154
434592,B-cell lymphoma (clinical),0,172,0.873657010743914
74188,Closed fracture of rib,0,171,0.900171998624011
40487528,Non-Hodgkin's lymphoma of extranodal site,0,171,0.8613691090471276
435775,Genetic anomaly of leukocyte,0,171,0.8627450980392157
4107655,Finding relating to psychosocial functioning,0,170,0.9212669683257918
197610,Cyst of ovary,0,169,0.8803888419273035
36715792,Acquired absence of breast,0,169,0.8608763031839954
200765,Chronic cholecystitis,0,167,0.841714162037371
4295624,Squamous cell carcinoma of skin of ear,0,166,0.8491420226359986
4050884,Pleural plaque,0,166,0.9347207009857612
200757,Abscess of peritoneum,0,165,0.8259423503325942
381021,Lagophthalmos,0,165,0.914929785661493
435753,Malignant lymphoma of intrathoracic lymph nodes,0,163,0.8457926228887374
197950,Cellulitis and abscess of trunk,0,162,0.881757533931447
432941,Disorder of tongue,0,161,0.8828416149068323
199065,Stricture of ureter,0,160,0.9017295597484277
201894,Acute vascular insufficiency of intestine,0,160,0.8766509433962264
372924,Cerebral artery occlusion,0,160,0.9227987421383648
4201390,Colostomy present,0,159,0.8792293607196879
80951,Candidiasis of urogenital site,0,158,0.9129242925098766
4108659,Mitral and aortic incompetence,0,157,0.9235668789808917
434821,Systemic inflammatory response syndrome,0,156,0.9252274607113317
196044,Primary malignant neoplasm of stomach,0,154,0.8758169934640523
196455,Hepatorenal syndrome,0,154,0.910873440285205
4266188,Disorder of body wall,0,154,0.9241151005856888
443577,Asymmetrical sensorineural hearing loss,0,154,0.9032340208810797
46270376,Acute exacerbation of chronic obstructive bronchitis,0,153,0.9352425180598555
373425,Secondary malignant neoplasm of nervous system,0,153,0.8710870313037495
74582,Primary malignant neoplasm of rectum,0,152,0.8676368072499129
434303,Benign neoplasm of rectum and anal canal,0,152,0.9031021261763681
4103532,Immune thrombocytopenia,0,152,0.9645346810735448
318459,Respiratory insufficiency,0,152,0.9388288602300453
4347287,Drug-induced myopathy,0,152,0.938654583478564
378087,Secondary malignant neoplasm of brain and spinal cord,0,151,0.8558940397350994
198199,Pyelonephritis,0,151,0.9578807947019867
4114222,Malignant tumor of head and neck,0,150,0.8306040268456376
4092896,Feces contents abnormal,0,150,0.9385234899328859
261881,Trauma and postoperative pulmonary insufficiency,0,148,0.8634859349145063
4170742,Closed fracture of vertebral column,0,148,0.9324324324324325
35624757,Neutropenia due to and following chemotherapy,0,148,0.8685420113991542
436670,Metabolic disease,0,147,0.9610474326716988
40483286,Critical illness myopathy,0,147,0.9598359891901966
440321,Helicobacter-associated disease,0,147,0.9608610567514677
198371,Secondary malignant neoplasm of small intestine,0,147,0.8957226726306962
437986,Failure to thrive,0,146,0.9496457250826641
31602,Disorder of the larynx,0,145,0.9443486590038315
4280828,Infectious disease carrier,0,145,0.9338122605363984
373470,Toxic polyneuropathy,0,144,0.9060800310800311
194692,Cirrhosis - non-alcoholic,0,143,0.859745887914902
198194,Female genital organ symptoms,0,143,0.8719590268886044
4308394,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",0,142,0.8776346019378684
434281,Aspergillosis,0,141,0.8970618034447821
40483171,Ulcer of anorectal structure,0,141,0.8872340425531915
4266654,Abrasion and/or friction burn of skin,0,141,0.8799392097264438
252351,Pneumonia due to Pseudomonas,0,139,0.9377541445104786
46269816,Ascites due to alcoholic cirrhosis,0,139,0.9223230111562923
4337543,Hepatic necrosis,0,138,0.9295461758172009
4279553,Eosinophilic asthma,0,137,0.9318376985830829
4109883,"Esophageal varices without bleeding, associated with another disorder",0,137,0.9381708887934735
4112334,Idiopathic hypotension,0,136,0.9501089324618737
437222,Respiratory syncytial virus infection,0,136,0.9293028322440087
138455,Stomatitis,0,136,0.9314814814814815
4090272,Anuria,0,135,0.8873410724156993
194589,Primary malignant neoplasm of biliary tract,0,134,0.8750981932443048
4125659,Bone marrow transplant rejection,0,134,0.9591516103692066
45757559,Pharyngeal dysphagia,0,134,0.898889013578723
194475,Hiccoughs,0,133,0.9227614490772386
258375,Overlapping malignant neoplasm of bronchus and lung,0,132,0.8687254221605366
381301,Chronic serous otitis media,0,132,0.922970159611381
43530693,Acute exacerbation of chronic obstructive airways disease with asthma,0,131,0.9713446858485026
40479583,Iatrogenic pneumothorax,0,131,0.9722842043452731
37018875,Malignant neuroendocrine tumor,0,129,0.8425387596899225
4008556,Pseudocyst of pancreas,0,129,0.9200581395348837
317893,Paroxysmal supraventricular tachycardia,0,127,0.9382577177852769
26823,Oral phase dysphagia,0,127,0.8231471066116736
432262,Primary malignant neoplasm of trachea,0,126,0.8751746031746032
4003171,Benign neoplasm of meninges,0,126,0.8678095238095238
437116,Closed fracture of distal end of radius,0,126,0.9330793650793651
134305,Acute lymphoid leukemia,0,125,0.8690322580645161
441202,Anaphylaxis,0,124,0.9381064778389719
4301427,Squamous cell carcinoma of upper extremity,0,124,0.9491214266981379
194382,External hemorrhoids,0,122,0.920335997832272
133169,Myelofibrosis,0,121,0.9333333333333333
138387,Thyrotoxicosis,0,121,0.9570247933884297
436075,Adjustment disorder with anxious mood,0,121,0.946969696969697
318174,Phlebitis,0,121,0.9100550964187328
378135,Facial nerve disorder,0,121,0.8260330578512397
195851,"Gastric ulcer without hemorrhage, without perforation AND without obstruction",0,121,0.9303030303030303
4130023,Atrophy of thyroid - acquired,0,120,0.9711484593837535
436681,Insomnia disorder related to known organic factor,0,120,0.9791316526610644
42537043,CLABSI - central line associated bloodstream infection,0,120,0.9523809523809523
434588,Primary malignant neoplasm of parotid gland,0,119,0.810568295114656
4115027,Squamous cell carcinoma of skin of upper lip,0,119,0.9230878792194844
201519,Primary malignant neoplasm of liver,0,118,0.8619440822830653
4029488,Hepatic encephalopathy,0,118,0.9085904679125019
432590,Delusional disorder,0,118,0.9119223526003187
4284982,Calculus of bile duct without obstruction,0,118,0.967984934086629
135214,Polycythemia vera (clinical),0,118,0.9658119658119658
79061,Slow transit constipation,0,118,0.9626249456757932
253790,Pneumonia due to Klebsiella pneumoniae,0,118,0.9395914819643634
192957,Perforation of bile duct,0,118,0.8946834709546574
134603,Chronic myeloid leukemia,0,117,0.9067197170645447
254068,Disorder of upper respiratory system,0,117,0.9498968464485706
4312023,Secondary malignant neoplasm of intra-abdominal organs,0,117,0.9093722369584438
201069,"Peptic ulcer without hemorrhage, without perforation AND without obstruction",0,116,0.9308845577211394
434910,Monocytosis,0,116,0.9206896551724137
133727,Thyrotoxicosis without goiter or other cause,0,115,0.9466056445461479
4185932,Ischemic heart disease,0,114,0.9627387051700047
201901,Abscess of liver,0,113,0.9265170670037927
138379,"Chronic lymphoid leukemia, disease",0,112,0.9025096525096525
137350,Radiation dermatitis,0,112,0.9076576576576577
4309912,Generally unwell,0,112,0.9311454311454311
44782549,Disorder of vertebral column,0,112,0.9602638352638353
136917,Primary malignant neoplasm of skin of face,0,111,0.894021294021294
198191,Acquired hypertrophic pyloric stenosis,0,111,0.904995904995905
