disease_id,disease_name,degree,degree_centrality
4233565,Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),1232,0.3932333226939036
319041,Orthostatic hypotension,1224,0.3906798595595276
439297,Nuclear senile cataract,1224,0.3906798595595276
601619,Pain of right knee joint,1223,0.3903606766677306
437247,Anemia of chronic disease,1220,0.3894031279923396
197672,Urinary incontinence,1220,0.3894031279923396
601622,Pain of left knee region,1217,0.3884455793169486
432795,Traumatic or non-traumatic injury,1213,0.3871688477497606
377889,Hearing loss,1210,0.38621129907436963
40481919,Coronary atherosclerosis,1208,0.38557293329077563
141932,Senile hyperkeratosis,1208,0.38557293329077563
317576,Coronary arteriosclerosis,1197,0.38206192148100865
79908,Muscle weakness,1190,0.3798276412384296
443601,Chronic kidney disease stage 2,1189,0.3795084583466326
37016349,Hyperglycemia due to type 2 diabetes mellitus,1185,0.3782317267794446
257007,Allergic rhinitis,1184,0.3779125438876476
442793,Complication due to diabetes mellitus,1181,0.3769549952122566
45768910,Uncomplicated asthma,1175,0.3750398978614746
197684,Dysuria,1174,0.3747207149696776
79864,Hematuria syndrome,1170,0.37344398340248963
138825,Actinic keratosis,1169,0.37312480051069263
37311061,COVID-19,1167,0.37248643472709864
443600,Localized infection of skin AND/OR subcutaneous tissue,1163,0.37120970315991064
4113821,Anxiety state,1158,0.36961378870092565
40479192,Chronic systolic heart failure,1157,0.36929460580912865
372448,Loss of consciousness,1155,0.36865624002553465
198803,Benign prostatic hyperplasia,1148,0.36642195978295566
4168700,Localized enlarged lymph nodes,1146,0.36578359399936167
4164898,Diverticulosis of large intestine without diverticulitis,1145,0.3654644111075646
192671,Gastrointestinal hemorrhage,1143,0.3648260453239706
314664,Long QT syndrome,1142,0.3645068624321736
195562,Hemorrhoids,1141,0.3641876795403766
434814,Late effect of medical and surgical care complication,1133,0.36163421640600063
77646,Disorder of bone and articular cartilage,1130,0.36067666773060963
375415,Injury of head,1129,0.36035748483881264
200528,Ascites,1129,0.36035748483881264
4329041,Pain,1121,0.35780402170443665
4180628,Disorder of body system,1118,0.35684647302904565
374034,Visual disturbance,1102,0.3517395467602937
321052,Peripheral vascular disease,1100,0.3511011809766997
433740,Immunodeficiency disorder,1098,0.3504628151931057
442019,Complication of procedure,1090,0.34790935205872964
253796,Pneumothorax,1089,0.34759016916693264
45768812,Anemia in chronic kidney disease,1088,0.34727098627513564
201061,Diaphragmatic hernia,1087,0.34695180338333864
4268911,Disorientated,1087,0.34695180338333864
4117695,Pain in left lower limb,1086,0.34663262049154164
135930,Musculoskeletal finding,1083,0.34567507181615065
77074,Joint pain,1081,0.34503670603255665
444101,Hypertensive heart failure,1078,0.34407915735716565
40321716,Secondary thrombocytopenia,1069,0.34120651133099267
375545,Cataract,1067,0.34056814554739867
4214376,Hyperglycemia,1052,0.3357804021704437
315078,Palpitations,1051,0.3354612192786467
444044,Acute tubular necrosis,1048,0.33450367060325564
435788,Disorder of phosphorus metabolism,1048,0.33450367060325564
132736,Bacteremia,1047,0.33418448771145864
314665,Atrial flutter,1043,0.33290775614427065
438720,Mixed hyperlipidemia,1041,0.33226939036067665
4128329,Menopause present,1036,0.33067347590169166
196236,Septic shock,1032,0.32939674433450367
4115171,Pain in right lower limb,1025,0.3271624640919247
443410,Infective pneumonia,1024,0.3268432812001277
439696,Hypertensive heart and renal disease with (congestive) heart failure,1017,0.3246090009575487
4187218,Pneumonitis due to inhaled substance,1015,0.3239706351739547
4169095,Bradycardia,1013,0.3233322693903607
439147,Amnesia,1010,0.3223747207149697
4229440,Chronic congestive heart failure,1009,0.3220555378231727
137275,Disorder of muscle,1005,0.3207788062559847
312934,Atherosclerosis of aorta,1004,0.3204596233641877
40479576,Chronic diastolic heart failure,1003,0.3201404404723907
136788,Spinal stenosis of lumbar region,1002,0.3198212575805937
315085,Lymphadenopathy,1002,0.3198212575805937
4079749,Osteoarthritis of hip,1001,0.3195020746887967
321319,Cardiomyopathy,999,0.31886370890520266
439407,Disorder of nasal cavity,999,0.31886370890520266
443257,Swelling / lump finding,998,0.31854452601340566
200843,Finding of frequency of urination,998,0.31854452601340566
45766207,Non-rheumatic mitral valve stenosis with regurgitation,995,0.31758697733801466
442165,Loss of appetite,995,0.31758697733801466
261600,Acute pulmonary edema,994,0.31726779444621767
4270024,Acute non-ST segment elevation myocardial infarction,993,0.31694861155442067
440029,Viral disease,988,0.3153526970954357
134898,Non-toxic uninodular goiter,979,0.3124800510692627
194686,Acquired renal cystic disease,976,0.3115225023938717
46271075,Acute hypoxemic respiratory failure,976,0.3115225023938717
80813,Lumbosacral spondylosis without myelopathy,974,0.3108841366102777
4042728,Blood glucose abnormal,967,0.3086498563676987
374375,Impacted cerumen,964,0.3076923076923077
40304526,Nocturia,961,0.3067347590169167
135618,Pruritic rash,961,0.3067347590169167
440674,Gout,959,0.3060963932333227
42537730,Coronary artery graft present,957,0.3054580274497287
314379,First degree atrioventricular block,952,0.3038621129907437
438567,Adult failure to thrive syndrome,951,0.30354293009894673
442752,Muscle pain,950,0.3032237472071497
260139,Acute bronchitis,942,0.3006702840727737
762294,Pain in right foot,942,0.3006702840727737
25297,Acute pharyngitis,940,0.3000319182891797
4295336,Left anterior fascicular block,935,0.2984360038301947
4098604,Hypomagnesemia,934,0.2981168209383977
372892,Metabolic encephalopathy,934,0.2981168209383977
43530807,Allergic disposition,926,0.2955633578040217
192963,Disorder of pancreas,925,0.2952441749122247
4103703,Melena,925,0.2952441749122247
4103295,Ventricular tachycardia,924,0.2949249920204277
4155909,Anesthesia of skin,921,0.2939674433450367
316998,Left bundle branch block,919,0.2933290775614427
40481101,Erythema of skin,918,0.2930098946696457
195771,Secondary diabetes mellitus,916,0.2923715288860517
317009,Asthma,915,0.2920523459942547
438791,Pulmonary congestion and hypostasis,915,0.2920523459942547
432881,Pancytopenia,911,0.29077561442706673
42537729,Aortocoronary bypass graft present,910,0.29045643153526973
765131,Pain in left foot,909,0.29013724864347273
378427,Tear film insufficiency,907,0.28949888285987874
198263,Right upper quadrant pain,906,0.28917969996808174
193782,End-stage renal disease,905,0.28886051707628474
44784439,Benign hypertensive renal disease with renal failure,904,0.28854133418448774
4141360,Chronic atrial fibrillation,904,0.28854133418448774
443454,Cerebral infarction,900,0.2872646026172997
441408,Vomiting,899,0.2869454197255027
434005,Morbid obesity,898,0.2866262368337057
44782719,Chronic combined systolic and diastolic heart failure,897,0.2863070539419087
43530621,Acute postoperative pain,897,0.2863070539419087
443211,Benign prostatic hyperplasia with outflow obstruction,896,0.2859878710501117
432585,Blood coagulation disorder,893,0.2850303223747207
4322024,Pulmonary hypertension,891,0.2843919565911267
314754,Wheezing,890,0.2840727736993297
443612,Chronic kidney disease stage 4,889,0.2837535908075327
40484102,Abnormal finding on evaluation procedure,885,0.2824768592403447
141941,Cervical spondylosis without myelopathy,885,0.2824768592403447
441258,Anemia in neoplastic disease,885,0.2824768592403447
440371,Disorder of immune function,877,0.2799233961059687
4346975,Lumbar spondylosis,874,0.27896584743057773
37119138,Iron deficiency anemia due to blood loss,873,0.27864666453878073
4306267,Coag./bleeding tests abnormal,872,0.27832748164698373
312998,Pain in thoracic spine,870,0.27768911586338973
81611,Diverticular disease of colon,869,0.27736993297159274
43531681,Acute deep vein thrombosis of lower limb,867,0.27673156718799874
134159,Precordial pain,863,0.27545483562081075
4134121,Lumbar radiculopathy,859,0.27417810405362275
140648,Onychomycosis due to dermatophyte,858,0.27385892116182575
40481385,Imaging of abdomen abnormal,855,0.27290137248643476
40480602,Acute on chronic systolic heart failure,853,0.2722630067028407
37018196,Prediabetes,852,0.2719438238110437
201620,Kidney stone,849,0.2709862751356527
432582,Neoplastic disease of uncertain behavior,848,0.2706670922438557
372409,Sciatica,848,0.2706670922438557
4116166,Elbow joint pain,846,0.2700287264602617
434657,Weakness of face muscles,844,0.2693903606766677
201418,"Flatulence, eructation and gas pain",843,0.2690711777848707
77234,Benign neoplasm of colon,842,0.2687519948930737
4271013,Melanocytic nevus,841,0.2684328120012767
136497,Scar conditions and fibrosis of skin,838,0.2674752633258857
434613,Generalized anxiety disorder,837,0.2671560804340887
4115367,Wrist joint pain,837,0.2671560804340887
29735,Candidiasis of mouth,837,0.2671560804340887
4317258,Disorder of skin,836,0.26683689754229173
255919,Finding of head and neck region,835,0.26651771465049473
4043371,Inflammatory disorder of digestive tract,832,0.26556016597510373
4041283,General finding of observation of patient,830,0.26492180019150974
196456,Gallstone,824,0.26300670284072775
318736,Migraine,824,0.26300670284072775
319843,Mitral valve disorder,823,0.26268751994893075
197917,Disorder of biliary tract,822,0.26236833705713375
40482267,Imaging of gastrointestinal tract abnormal,819,0.26141078838174275
317248,Disorder of hematopoietic structure,819,0.26141078838174275
195083,Left lower quadrant pain,819,0.26141078838174275
257012,Chronic sinusitis,818,0.26109160548994576
46272242,Intestinal obstruction co-occurrent and due to decreased peristalsis,818,0.26109160548994576
137053,Seborrheic dermatitis,818,0.26109160548994576
42873170,Dependence on supplemental oxygen,817,0.26077242259814876
133299,Swelling of limb,816,0.26045323970635176
36712983,Angina co-occurrent and due to coronary arteriosclerosis,815,0.26013405681455476
73840,"Localized, primary osteoarthritis of the shoulder region",815,0.26013405681455476
4236484,Paresthesia,814,0.25981487392275776
193322,Right lower quadrant pain,813,0.25949569103096076
201340,Gastritis,810,0.25853814235556977
37016114,Acute on chronic hypoxemic respiratory failure,810,0.25853814235556977
316429,Premature beats,809,0.25821895946377277
4108814,Pericardial effusion - noninflammatory,806,0.2572614107883818
440320,Infection due to Escherichia coli,806,0.2572614107883818
198571,Cardiogenic shock,804,0.2566230450047877
438028,Poisoning by drug AND/OR medicinal substance,795,0.25375039897861473
433968,Candidiasis,793,0.25311203319502074
194081,Acute cystitis,793,0.25311203319502074
44784631,Pain due to neoplastic disease,793,0.25311203319502074
441829,Hyperosmolality and or hypernatremia,791,0.25247366741142674
256449,Bronchiectasis,790,0.25215448451962974
441872,Supraventricular premature beats,788,0.25151611873603574
30753,Esophagitis,787,0.25119693584423874
37017182,Joint pain of pelvic region,784,0.25023938716884775
4206148,Syncope and collapse,783,0.24992020427705075
4166126,"Localized swelling, mass and lump, trunk",782,0.24960102138525375
435224,Leukopenia,782,0.24960102138525375
140821,Spasm,779,0.24864347270986276
4115991,Knee joint effusion,776,0.24768592403447176
192353,Disorder of gallbladder,776,0.24768592403447176
261325,Pulmonary emphysema,772,0.24640919246728377
4110815,"Sensorineural hearing loss, bilateral",771,0.24609000957548677
4001450,Lumbago with sciatica,771,0.24609000957548677
40481319,Imaging of musculoskeletal system abnormal,771,0.24609000957548677
4092743,Unsteady when standing,768,0.24513246090009577
30437,Gastro-esophageal reflux disease with esophagitis,767,0.24481327800829875
40481043,Acute on chronic diastolic heart failure,766,0.24449409511650175
31610,Disorder of esophagus,765,0.24417491222470475
4232697,Persistent atrial fibrillation,764,0.24385572933290775
443392,Malignant neoplastic disease,764,0.24385572933290775
319826,Secondary hypertension,758,0.24194063198212576
42538119,Transplanted heart valve present,758,0.24194063198212576
4098458,Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard),753,0.24034471752314077
373503,Transient cerebral ischemia,750,0.23938716884774977
199074,Acute pancreatitis,748,0.23874880306415577
4008576,Diabetes mellitus without complication,748,0.23874880306415577
436785,Spinal stenosis in cervical region,747,0.23842962017235877
312648,Benign essential hypertension,746,0.23811043728056178
437312,Bleeding,744,0.23747207149696778
200845,Urgent desire to urinate,743,0.23715288860517075
432545,Bacterial infectious disease,737,0.23523779125438876
4256228,Respiratory failure,737,0.23523779125438876
4093347,Stool finding,736,0.23491860836259176
4090425,Altered sensation of skin,736,0.23491860836259176
435829,Rheumatic disease of heart valve,736,0.23491860836259176
443731,Renal disorder due to type 2 diabetes mellitus,734,0.23428024257899777
443580,Systolic heart failure,733,0.23396105968720077
437758,Dependence on enabling machine or device,732,0.23364187679540377
380094,Carpal tunnel syndrome,732,0.23364187679540377
440417,Pulmonary embolism,731,0.23332269390360677
438557,Abnormal glucose level,730,0.23300351101180977
40483107,Inflamed seborrheic keratosis,730,0.23300351101180977
253797,Post-inflammatory pulmonary fibrosis,724,0.23108841366102778
374313,Neoplasm of uncertain behavior of soft tissues,724,0.23108841366102778
441969,Radiology result abnormal,723,0.23076923076923078
438730,Alkalosis,723,0.23076923076923078
439392,Primary malignant neoplasm,722,0.23045004787743378
4285898,Polyp of colon,722,0.23045004787743378
4059015,Falls,718,0.22917331631024576
4308509,Impaired fasting glycemia,717,0.22885413341844876
256451,Bronchitis,717,0.22885413341844876
75650,Proteinuria,715,0.22821576763485477
438867,Generalized aches and pains,715,0.22821576763485477
44782733,Acute on chronic combined systolic and diastolic heart failure,714,0.22789658474305777
432851,Secondary malignant neoplastic disease,714,0.22789658474305777
45763854,Chronic kidney disease stage 3A,714,0.22789658474305777
435510,Hypocalcemia,712,0.22725821895946377
441840,Clinical finding,711,0.22693903606766677
193326,Urge incontinence of urine,710,0.22661985317586977
80816,Degeneration of intervertebral disc,710,0.22661985317586977
4152384,Non-rheumatic aortic sclerosis,710,0.22661985317586977
200527,Splenomegaly,707,0.22566230450047878
443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,702,0.22406639004149378
4012368,Increased frequency of urination,698,0.2227896584743058
374366,Sensorineural hearing loss,695,0.2218321097989148
4110961,Generalized ischemic myocardial dysfunction,694,0.22151292690711777
321588,Heart disease,693,0.22119374401532077
320136,Disorder of respiratory system,692,0.22087456112352377
4153380,Disorder of carotid artery,691,0.22055537823172677
193518,Intestinal obstruction,689,0.21991701244813278
4311499,Primary malignant neoplasm of respiratory tract,687,0.21927864666453878
443769,Degeneration of lumbar intervertebral disc,685,0.21864028088094478
373478,Presbyopia,684,0.21832109798914778
4330445,Pleuritic pain,683,0.21800191509735078
201072,Benign prostatic hyperplasia without outflow obstruction,682,0.21768273220555379
312327,Acute myocardial infarction,681,0.2173635493137568
443782,Tremor,681,0.2173635493137568
135287,Non-neoplastic nevus,680,0.2170443664219598
134765,Cachexia,679,0.2167251835301628
45770886,Disorder of plasma protein metabolism,679,0.2167251835301628
435613,Cellulitis,679,0.2167251835301628
4096196,Mild protein-calorie malnutrition (weight for age 75-89 percent of standard),675,0.2154484519629748
40480603,Acute systolic heart failure,674,0.2151292690711778
192279,Disorder of kidney due to diabetes mellitus,673,0.2148100861793808
443611,Chronic kidney disease stage 5,673,0.2148100861793808
4250169,Bifascicular block,672,0.2144909032875838
40481089,Embolism from thrombosis of vein of lower extremity,671,0.2141717203957868
4032878,Hair follicle disorder,671,0.2141717203957868
435524,Sleep disorder,669,0.21353335461219278
432738,Chronic fatigue syndrome,668,0.21321417172039578
141375,Hypertrophic condition of skin,666,0.21257580593680178
440424,Aphasia,665,0.21225662304500478
133810,Hyperparathyroidism due to renal insufficiency,663,0.21161825726141079
316822,Heart murmur,662,0.2112990743696138
141663,Osteomyelitis,659,0.2103415256942228
4059290,Steatosis of liver,658,0.2100223428024258
40482228,Imaging of thorax abnormal,658,0.2100223428024258
320420,Vitreous degeneration,658,0.2100223428024258
434169,Abnormal findings on diagnostic imaging of breast,657,0.2097031599106288
4261842,Sick sinus syndrome,657,0.2097031599106288
4168222,"Intra-abdominal and pelvic swelling, mass and lump",654,0.2087456112352378
4112752,Basal cell carcinoma of skin,653,0.2084264283434408
4158911,Non-rheumatic heart valve disorder,651,0.2077880625598468
43021974,Complication associated with device,651,0.2077880625598468
78097,Secondary malignant neoplasm of bone,648,0.2068305138844558
444367,Cholelithiasis without obstruction,648,0.2068305138844558
4027384,Inflammatory disorder,646,0.20619214810086178
380706,Regular astigmatism,641,0.2045962336418768
4225273,Chronic gastritis,640,0.2042770507500798
4244662,Disorder of musculoskeletal system,639,0.2039578678582828
377091,Seizure,638,0.2036386849664858
437579,Paroxysmal ventricular tachycardia,638,0.2036386849664858
4094683,Chest injury,637,0.2033195020746888
4145825,Anorectal disorder,635,0.2026811362910948
80767,Breast lump,635,0.2026811362910948
37396146,Gastrointestinal infection,634,0.2023619533992978
4296653,Acute ST segment elevation myocardial infarction,634,0.2023619533992978
4266809,Diverticular disease,633,0.2020427705075008
255841,Chronic bronchitis,630,0.2010852218321098
40326053,Dysphonia,629,0.2007660389403128
197675,Incontinence of feces,627,0.2001276731567188
44784621,Hypertensive heart and chronic kidney disease,626,0.1998084902649218
314054,Aortic valve disorder,625,0.1994893073731248
4155910,"Edema, generalized",621,0.1982125758059368
195847,Gastroparesis syndrome,619,0.1975742100223428
44782718,Acute combined systolic and diastolic heart failure,618,0.1972550271305458
380378,Epilepsy,615,0.1962974784551548
4115170,Pain in right arm,614,0.1959782955633578
313209,Left bundle branch hemiblock,613,0.1956591126715608
197925,Hemorrhage of rectum and anus,613,0.1956591126715608
4295261,Postmenopausal state,613,0.1956591126715608
45757363,Hypoglycemia due to type 2 diabetes mellitus,612,0.1953399297797638
78786,Pleurisy,612,0.1953399297797638
40481816,Infection by methicillin sensitive Staphylococcus aureus,612,0.1953399297797638
4070750,Drug-induced constipation,611,0.1950207468879668
136184,Pruritus of skin,610,0.1947015639961698
443447,Iatrogenic hypotension,609,0.1943823811043728
440704,Chronic pain syndrome,608,0.1940631982125758
138841,Disorder of sacrum,607,0.1937440153207788
4064161,Cirrhosis of liver,606,0.1934248324289818
37110250,Atherosclerosis of artery of lower limb,606,0.1934248324289818
43021237,Secondary erectile dysfunction,605,0.19310564953718481
435081,Abnormal findings diagnostic imaging heart+coronary circulat,604,0.19278646664538782
4262562,Abnormal heart beat,604,0.19278646664538782
4209423,Nicotine dependence,603,0.19246728375359082
436238,Elevated level of transaminase and lactic acid dehydrogenase,601,0.19182891796999682
321318,Angina pectoris,599,0.19119055218640282
315286,Chronic ischemic heart disease,598,0.19087136929460582
437992,Renal function tests abnormal,598,0.19087136929460582
4111921,Squamous cell carcinoma of skin,596,0.1902330035110118
137379,Musculoskeletal symptom,596,0.1902330035110118
439846,Left heart failure,595,0.1899138206192148
4228361,Asteatosis cutis,595,0.1899138206192148
200962,Primary malignant neoplasm of prostate,594,0.1895946377274178
319844,Acute ischemic heart disease,594,0.1895946377274178
4077895,Pain in finger,593,0.1892754548356208
201078,Atrophic vaginitis,592,0.1889562719438238
74130,Thoracic spondylosis without myelopathy,592,0.1889562719438238
4195892,Chronic cor pulmonale,590,0.1883179061602298
78505,"Localized, primary osteoarthritis of the ankle and/or foot",589,0.1879987232684328
443919,Hypertensive renal failure,589,0.1879987232684328
321887,Disorder of artery,588,0.1876795403766358
443530,Hematochezia,586,0.18704117459304181
4310235,Reduced mobility,584,0.18640280880944782
4254485,Finding related to attentiveness,583,0.18608362591765082
197324,Disorder of peritoneum,582,0.18576444302585382
201337,Disorder of bladder,581,0.18544526013405682
36713112,Pancytopenia due to antineoplastic chemotherapy,580,0.18512607724225982
4232495,Primary cardiomyopathy,580,0.18512607724225982
316993,Tricuspid valve disorder,580,0.18512607724225982
24818,Injury of neck,578,0.18448771145866583
380733,Otalgia,576,0.18384934567507183
254591,Secondary malignant neoplasm of lung,574,0.18321097989147783
197032,Hyperplasia of prostate,574,0.18321097989147783
4119158,Neutropenic disorder,574,0.18321097989147783
37017432,Polyneuropathy due to type 2 diabetes mellitus,574,0.18321097989147783
133141,Tinea pedis,572,0.1825726141078838
199754,Primary malignant neoplasm of pancreas,571,0.1822534312160868
4320824,Adverse effect of prosthetic device,571,0.1822534312160868
434490,Chill,570,0.1819342483242898
443614,Chronic kidney disease stage 1,568,0.1812958825406958
435508,Adrenal cortical hypofunction,567,0.18097669964889881
45763855,Chronic kidney disease stage 3B,567,0.18097669964889881
432289,Drug-induced neutropenia,567,0.18097669964889881
4256761,Imaging result abnormal,567,0.18097669964889881
40479625,Atherosclerosis of artery,567,0.18097669964889881
4280354,Nutritional anemia,566,0.18065751675710182
197676,Large liver,565,0.18033833386530482
4175154,Disorder of the peripheral nervous system,564,0.18001915097350782
4324765,Arthropathy of knee joint,564,0.18001915097350782
4204199,Hand pain,563,0.17969996808171082
434056,Late effects of cerebrovascular disease,562,0.17938078518991382
72418,Scoliosis deformity of spine,562,0.17938078518991382
435511,Hypercalcemia,561,0.17906160229811682
42537741,Transplant present,561,0.17906160229811682
140641,Verruca vulgaris,560,0.17874241940631982
4021915,Hematopoietic system finding,560,0.17874241940631982
73553,Arthropathy,559,0.17842323651452283
40483794,Degenerative joint disease of pelvis,559,0.17842323651452283
137989,Abnormal results of cardiovascular function studies,558,0.17810405362272583
435839,Lymphedema,558,0.17810405362272583
74728,Synovitis and tenosynovitis,558,0.17810405362272583
4168217,Generalized hyperhidrosis,557,0.17778487073092883
759853,Cellulitis of right lower limb,557,0.17778487073092883
443238,Diabetic - poor control,557,0.17778487073092883
257004,Acute exacerbation of chronic obstructive airways disease,556,0.17746568783913183
134441,Chronic ulcer of skin,556,0.17746568783913183
4195085,Nasal congestion,555,0.17714650494733483
314487,Pulmonary function studies abnormal,554,0.17682732205553783
319049,Acute respiratory failure,553,0.17650813916374083
438878,Liver function tests abnormal,551,0.17586977338014684
4177862,Chronic hypoxemic respiratory failure,550,0.17555059048834984
318772,Disorder of pericardium,550,0.17555059048834984
4009585,Abnormal urine,549,0.17523140759655284
4195677,Rheumatic tricuspid valve regurgitation,548,0.17491222470475581
436677,Adjustment disorder,548,0.17491222470475581
72990,Localized osteoarthrosis uncertain if primary OR secondary,544,0.17363549313756782
376961,Disturbance of consciousness,540,0.17235876157037983
192680,Portal hypertension,540,0.17235876157037983
381537,Organic anxiety disorder,540,0.17235876157037983
4146581,Mild intermittent asthma,535,0.17076284711139483
201965,Shock,535,0.17076284711139483
373474,Diplopia,535,0.17076284711139483
437246,Vitamin B deficiency,532,0.16980529843600384
36714126,Difficulty walking,532,0.16980529843600384
192359,Renal failure syndrome,532,0.16980529843600384
604801,Pain of knee region,531,0.16948611554420684
