condition_concept_id,disease_name,num_patients,num_occurrences
36712983,Angina co-occurrent and due to coronary arteriosclerosis,43,328
198263,Right upper quadrant pain,43,126
4110815,"Sensorineural hearing loss, bilateral",43,165
442752,Muscle pain,43,270
4346975,Lumbar spondylosis,42,189
194686,Acquired renal cystic disease,42,126
439392,Primary malignant neoplasm,42,751
40304526,Nocturia,42,208
133299,Swelling of limb,42,99
194081,Acute cystitis,42,151
137275,Disorder of muscle,42,325
436785,Spinal stenosis in cervical region,41,287
80816,Degeneration of intervertebral disc,41,116
198571,Cardiogenic shock,41,374
432582,Neoplastic disease of uncertain behavior,41,154
135618,Pruritic rash,41,309
312648,Benign essential hypertension,41,254
374366,Sensorineural hearing loss,41,143
134159,Precordial pain,40,103
200845,Urgent desire to urinate,40,194
4098604,Hypomagnesemia,40,720
72990,Localized osteoarthrosis uncertain if primary OR secondary,40,99
440417,Pulmonary embolism,40,386
319049,Acute respiratory failure,40,545
443580,Systolic heart failure,40,227
77234,Benign neoplasm of colon,40,147
4271013,Melanocytic nevus,40,209
314754,Wheezing,40,142
192353,Disorder of gallbladder,40,188
40481319,Imaging of musculoskeletal system abnormal,40,79
195771,Secondary diabetes mellitus,40,452
316822,Heart murmur,39,112
378427,Tear film insufficiency,39,280
438557,Abnormal glucose level,39,200
312327,Acute myocardial infarction,39,85
4108814,Pericardial effusion - noninflammatory,39,153
72418,Scoliosis deformity of spine,39,243
4090425,Altered sensation of skin,39,142
43531681,Acute deep vein thrombosis of lower limb,39,408
136497,Scar conditions and fibrosis of skin,39,297
441829,Hyperosmolality and or hypernatremia,38,98
315286,Chronic ischemic heart disease,38,518
376961,Disturbance of consciousness,38,192
31610,Disorder of esophagus,38,81
40481101,Erythema of skin,38,95
4308509,Impaired fasting glycemia,38,301
196456,Gallstone,38,105
137809,Primary malignant neoplasm of female breast,38,1656
42873170,Dependence on supplemental oxygen,38,212
440320,Infection due to Escherichia coli,38,55
25297,Acute pharyngitis,38,77
374375,Impacted cerumen,38,174
4166126,"Localized swelling, mass and lump, trunk",38,233
434657,Weakness of face muscles,38,97
434613,Generalized anxiety disorder,38,530
4168222,"Intra-abdominal and pelvic swelling, mass and lump",38,163
260139,Acute bronchitis,37,137
4001450,Lumbago with sciatica,37,383
37119138,Iron deficiency anemia due to blood loss,37,413
372892,Metabolic encephalopathy,37,95
201066,Obstruction of bile duct,37,609
4059290,Steatosis of liver,37,204
44782733,Acute on chronic combined systolic and diastolic heart failure,37,239
4285898,Polyp of colon,37,69
40484102,Abnormal finding on evaluation procedure,37,174
4324765,Arthropathy of knee joint,37,90
318736,Migraine,37,132
441872,Supraventricular premature beats,37,56
312998,Pain in thoracic spine,37,164
4115991,Knee joint effusion,37,99
140821,Spasm,36,142
4008576,Diabetes mellitus without complication,36,470
201418,"Flatulence, eructation and gas pain",36,155
253797,Post-inflammatory pulmonary fibrosis,36,409
74130,Thoracic spondylosis without myelopathy,36,50
440371,Disorder of immune function,36,1010
43530807,Allergic disposition,36,93
257012,Chronic sinusitis,36,349
443447,Iatrogenic hypotension,36,77
765131,Pain in left foot,36,388
762294,Pain in right foot,36,413
435510,Hypocalcemia,35,134
201340,Gastritis,35,75
4232495,Primary cardiomyopathy,35,393
37016114,Acute on chronic hypoxemic respiratory failure,35,148
440029,Viral disease,35,159
4182210,Dementia,35,135
137977,Jaundice,35,386
255919,Finding of head and neck region,34,120
437264,Tobacco dependence syndrome,34,88
4043371,Inflammatory disorder of digestive tract,34,104
192279,Disorder of kidney due to diabetes mellitus,34,224
40482228,Imaging of thorax abnormal,34,80
437579,Paroxysmal ventricular tachycardia,33,420
29735,Candidiasis of mouth,33,180
377091,Seizure,33,240
380378,Epilepsy,33,149
46272242,Intestinal obstruction co-occurrent and due to decreased peristalsis,33,99
195083,Left lower quadrant pain,33,126
4064161,Cirrhosis of liver,33,859
373503,Transient cerebral ischemia,33,204
444367,Cholelithiasis without obstruction,33,95
434056,Late effects of cerebrovascular disease,33,93
433968,Candidiasis,33,158
4250169,Bifascicular block,33,76
4119158,Neutropenic disorder,33,482
372409,Sciatica,33,155
4236484,Paresthesia,32,159
4110961,Generalized ischemic myocardial dysfunction,32,477
30437,Gastro-esophageal reflux disease with esophagitis,32,151
4195892,Chronic cor pulmonale,32,139
254591,Secondary malignant neoplasm of lung,32,303
443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,32,272
4288310,Carotid artery obstruction,32,242
140648,Onychomycosis due to dermatophyte,32,240
441051,Thoracic aortic aneurysm without rupture,32,378
199074,Acute pancreatitis,31,153
193326,Urge incontinence of urine,31,410
193518,Intestinal obstruction,31,318
433811,Hydronephrosis,31,388
4256228,Respiratory failure,31,278
437312,Bleeding,31,75
4093347,Stool finding,31,118
4098458,Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard),31,40
319826,Secondary hypertension,31,133
197925,Hemorrhage of rectum and anus,31,101
137053,Seborrheic dermatitis,31,131
137989,Abnormal results of cardiovascular function studies,31,76
40481043,Acute on chronic diastolic heart failure,30,143
441969,Radiology result abnormal,30,116
4041283,General finding of observation of patient,30,124
45763854,Chronic kidney disease stage 3A,30,210
43021237,Secondary erectile dysfunction,30,154
43021974,Complication associated with device,30,120
432545,Bacterial infectious disease,30,92
30753,Esophagitis,30,84
4116166,Elbow joint pain,30,140
434169,Abnormal findings on diagnostic imaging of breast,30,128
201078,Atrophic vaginitis,30,209
321887,Disorder of artery,30,190
374313,Neoplasm of uncertain behavior of soft tissues,30,101
40483794,Degenerative joint disease of pelvis,30,140
193322,Right lower quadrant pain,30,71
320420,Vitreous degeneration,29,198
201337,Disorder of bladder,29,59
4245252,Raised prostate specific antigen,29,357
435224,Leukopenia,29,136
197324,Disorder of peritoneum,29,60
73553,Arthropathy,29,108
4167097,Spondylolisthesis,29,137
4115367,Wrist joint pain,29,213
4320824,Adverse effect of prosthetic device,29,35
78786,Pleurisy,29,81
4092216,Malignant neoplasm of upper lobe of lung,29,1322
443731,Renal disorder due to type 2 diabetes mellitus,29,443
40479625,Atherosclerosis of artery,29,46
45770886,Disorder of plasma protein metabolism,29,64
4295261,Postmenopausal state,29,62
192680,Portal hypertension,29,146
320136,Disorder of respiratory system,29,75
36713112,Pancytopenia due to antineoplastic chemotherapy,29,130
380094,Carpal tunnel syndrome,29,204
4092743,Unsteady when standing,29,162
314131,Degeneration of cervical intervertebral disc,29,95
438028,Poisoning by drug AND/OR medicinal substance,28,95
192359,Renal failure syndrome,28,97
257004,Acute exacerbation of chronic obstructive airways disease,28,317
438730,Alkalosis,28,70
4317258,Disorder of skin,28,121
435081,Abnormal findings diagnostic imaging heart+coronary circulat,28,79
4145825,Anorectal disorder,28,65
443769,Degeneration of lumbar intervertebral disc,28,54
137379,Musculoskeletal symptom,28,78
4296653,Acute ST segment elevation myocardial infarction,28,62
75650,Proteinuria,27,293
4146581,Mild intermittent asthma,27,156
443782,Tremor,27,101
444406,Acute subendocardial infarction,27,116
201613,Chronic nonalcoholic liver disease,27,87
40483107,Inflamed seborrheic keratosis,27,137
313209,Left bundle branch hemiblock,27,74
135287,Non-neoplastic nevus,27,85
443614,Chronic kidney disease stage 1,27,109
136368,Non-toxic multinodular goiter,27,311
36714126,Difficulty walking,27,82
201965,Shock,27,61
440424,Aphasia,27,54
200527,Splenomegaly,27,212
4195677,Rheumatic tricuspid valve regurgitation,26,118
198700,Secondary malignant neoplasm of liver,26,226
319844,Acute ischemic heart disease,26,51
44782718,Acute combined systolic and diastolic heart failure,26,170
437758,Dependence on enabling machine or device,26,160
4111566,Disorders of both mitral and tricuspid valves,26,37
4111409,"Aortic incompetence, non-rheumatic",26,169
437541,Glaucoma,26,148
4012368,Increased frequency of urination,26,99
4261842,Sick sinus syndrome,26,187
4096196,Mild protein-calorie malnutrition (weight for age 75-89 percent of standard),26,47
318772,Disorder of pericardium,26,166
316993,Tricuspid valve disorder,26,41
4266809,Diverticular disease,26,56
4225273,Chronic gastritis,26,44
80767,Breast lump,26,87
4119307,Neurogenic claudication,26,272
4119786,Interstitial lung disease,26,703
433753,Alcohol abuse,26,112
40480603,Acute systolic heart failure,26,128
134765,Cachexia,26,57
440649,Primary malignant neoplasm of head of pancreas,25,1721
198964,Chronic hepatitis C,25,472
45757591,Osteophyte of bone,25,52
437992,Renal function tests abnormal,25,33
4244662,Disorder of musculoskeletal system,25,70
4009585,Abnormal urine,25,72
4059015,Falls,25,78
80809,Rheumatoid arthritis,25,710
435726,Mechanical complication of device,25,149
436238,Elevated level of transaminase and lactic acid dehydrogenase,25,99
438867,Generalized aches and pains,25,120
37394658,Severe sepsis,25,82
197032,Hyperplasia of prostate,25,79
4262562,Abnormal heart beat,24,29
435511,Hypercalcemia,24,159
37110250,Atherosclerosis of artery of lower limb,24,100
4254485,Finding related to attentiveness,24,84
4021915,Hematopoietic system finding,24,140
40326053,Dysphonia,24,155
439154,Abnormal findings on diagnostic imaging of skull and head,24,34
435524,Sleep disorder,24,117
443919,Hypertensive renal failure,24,126
604801,Pain of knee region,24,56
315558,Atherosclerosis of arteries of the extremities,24,79
256451,Bronchitis,24,95
73754,Restless legs,24,135
321318,Angina pectoris,24,144
440360,Pure hyperglyceridemia,24,113
320744,Complete atrioventricular block,24,119
4112752,Basal cell carcinoma of skin,24,82
443611,Chronic kidney disease stage 5,24,229
435149,Complication of internal device,24,41
437246,Vitamin B deficiency,24,151
438725,Disorder of magnesium metabolism,24,270
75576,Irritable bowel syndrome,24,144
42539502,Transplanted kidney present,24,2358
36712827,Dehiscence of external surgical incision wound,24,221
380733,Otalgia,24,100
439846,Left heart failure,23,261
36713107,Lumbar spondylolisthesis,23,122
141663,Osteomyelitis,23,299
4310235,Reduced mobility,23,95
435613,Cellulitis,23,217
443530,Hematochezia,23,73
192357,Paralytic ileus,23,54
438878,Liver function tests abnormal,23,201
40481089,Embolism from thrombosis of vein of lower extremity,23,130
3655355,Erectile dysfunction,23,128
4280354,Nutritional anemia,23,63
195581,Peritoneal adhesion,23,28
4175154,Disorder of the peripheral nervous system,23,77
4256761,Imaging result abnormal,23,55
443238,Diabetic - poor control,23,242
4228361,Asteatosis cutis,23,105
432289,Drug-induced neutropenia,23,368
141375,Hypertrophic condition of skin,23,71
432571,Malignant lymphoma,23,1330
441840,Clinical finding,23,85
4245975,Hepatic failure,23,170
4177862,Chronic hypoxemic respiratory failure,23,275
197676,Large liver,23,111
320746,Cardiomyopathy associated with another disorder,23,163
4032878,Hair follicle disorder,23,147
443587,Diastolic heart failure,23,112
36716935,Acquired absence of cervix and uterus,23,47
433163,Deficiency of macronutrients,23,51
194406,Urinary tract obstruction,23,140
381591,Cerebrovascular disease,23,58
440329,Herpes zoster without complication,22,76
440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",22,339
46273390,Dependence on respirator,22,170
4188155,Hernia of anterior abdominal wall,22,117
35624756,Anemia due to and following chemotherapy,22,374
4110192,Cerebral infarction due to thrombosis of cerebral arteries,22,275
4330445,Pleuritic pain,22,79
4111921,Squamous cell carcinoma of skin,22,260
43530605,Pulmonary embolism with pulmonary infarction,22,137
378416,Retinal disorder,22,97
42537741,Transplant present,22,30
4178810,Gastrointestinal complication of procedure,22,57
4070750,Drug-induced constipation,22,141
72993,"Localized, primary osteoarthritis",22,64
133810,Hyperparathyroidism due to renal insufficiency,22,329
37396146,Gastrointestinal infection,22,179
436581,Accidental poisoning,22,56
37017432,Polyneuropathy due to type 2 diabetes mellitus,22,273
4339214,Secondary pulmonary hypertension,22,129
195856,Cholangitis,22,203
44784621,Hypertensive heart and chronic kidney disease,21,117
373478,Presbyopia,21,157
438134,Hypersomnia,21,147
373474,Diplopia,21,103
318448,Second degree atrioventricular block,21,75
321042,Cardiac arrest,21,100
321314,Abdominal aortic aneurysm without rupture,21,331
320073,Neutropenia,21,145
4108235,"Combined disorders of mitral, aortic and tricuspid valves",21,29
4094683,Chest injury,21,26
376690,Cerebral edema,21,46
435839,Lymphedema,21,238
432738,Chronic fatigue syndrome,21,78
374888,Dementia associated with another disease,21,105
436677,Adjustment disorder,21,96
4027384,Inflammatory disorder,21,234
257628,Systemic lupus erythematosus,21,384
4156515,Malnutrition (calorie),21,117
4117779,Peripheral nerve disease,21,143
321596,Peripheral venous insufficiency,20,122
4195085,Nasal congestion,20,62
198464,Incisional hernia,20,117
4196636,Dysarthria,20,54
72405,Degenerative joint disease of shoulder region,20,59
137820,Postoperative hypothyroidism,20,174
378425,Blepharitis,20,86
4068482,Prolapsed lumbar intervertebral disc,20,77
4216894,Precipitous drop in hematocrit,20,39
138841,Disorder of sacrum,20,124
318096,Secondary malignant neoplasm of lymph node,20,614
4058155,Bed-ridden,20,26
314487,Pulmonary function studies abnormal,20,90
4027396,Peripheral neuritis,20,137
4025325,Periapical abscess,20,66
40484908,Imaging of brain abnormal,20,29
4115170,Pain in right arm,20,67
4172432,Hyperpigmentation of skin,20,119
78505,"Localized, primary osteoarthritis of the ankle and/or foot",20,125
133729,Hyperparathyroidism,20,231
134057,Disorder of cardiovascular system,20,107
440704,Chronic pain syndrome,20,317
197494,Viral hepatitis C,20,103
255841,Chronic bronchitis,20,138
4168217,Generalized hyperhidrosis,20,115
197006,Residual hemorrhoidal skin tags,20,34
45757363,Hypoglycemia due to type 2 diabetes mellitus,20,36
4197819,Fibrosis of lung,20,219
438112,Neoplastic disease,20,55
436676,Posttraumatic stress disorder,19,197
317585,Aortic aneurysm,19,127
373852,Neuralgia,19,173
140641,Verruca vulgaris,19,120
4332246,Aneurysm,19,370
77079,Spinal stenosis,19,52
201461,Disorder affecting transplanted structure,19,69
4182562,Lower abdominal pain,19,65
36717267,Ectasia of thoracic aorta,19,53
134441,Chronic ulcer of skin,19,80
4115169,Pain in left arm,19,71
379010,Epiretinal membrane,19,256
4297894,Greater trochanteric pain syndrome,19,127
24609,Hypoglycemia,19,62
3663197,Glaucoma suspect,19,189
432863,Acquired coagulation factor deficiency,19,20
80189,Displacement of lumbar intervertebral disc without myelopathy,19,49
195847,Gastroparesis syndrome,19,122
4163710,Dilated cardiomyopathy,19,196
443563,Arteriosclerosis of coronary artery bypass graft,19,59
135526,Spinal cord disease,19,116
136184,Pruritus of skin,19,127
377575,Tinnitus,19,60
45769461,Non-rheumatic mitral valve disease,19,102
133141,Tinea pedis,19,98
3655266,Pleural effusion due to malignant neoplastic disease,19,181
75004,Frank hematuria,19,117
439408,Graft complications,19,141
4155910,"Edema, generalized",19,72
140168,Psoriasis,18,292
436339,Bacterial infection due to Klebsiella pneumoniae,18,42
198124,Kidney disease,18,42
4353709,Intracerebral vascular finding,18,360
4108234,Multiple valve disease,18,23
315296,Preinfarction syndrome,18,121
193688,Clostridioides difficile infection,18,170
4280726,Seasonal allergic rhinitis,18,65
317895,Renovascular hypertension,18,129
435459,Staphylococcal infectious disease,18,36
4096682,Bleeding from nose,18,78
4028253,Neoplasm of digestive system,18,308
380706,Regular astigmatism,18,130
381295,Senile cataract,18,72
197675,Incontinence of feces,18,57
4172970,Nontraumatic rotator cuff tear,18,133
197500,Primary malignant neoplasm of colon,18,352
3656064,Pneumothorax due to and following procedure,18,28
40481816,Infection by methicillin sensitive Staphylococcus aureus,18,57
436073,Psychotic disorder,18,49
4002359,Monoclonal gammopathy (clinical),18,419
4248429,Gastric ulcer without hemorrhage AND without perforation,18,46
4160962,Antineoplastic poisoning,18,39
4232337,Valvular endocarditis,18,62
4023310,Blindness AND/OR vision impairment level,18,60
443622,Aneurysm of thoracic aorta,18,106
77030,Disorder of breast,18,82
4024561,Pain in lower limb,18,42
441541,Lymphocytopenia,18,62
440530,Oropharyngeal dysphagia,18,181
193165,Disorder of adrenal gland,18,84
75036,"Localized, primary osteoarthritis of the hand",18,195
372309,Mononeuritis,18,94
4201388,Gastrostomy present,18,115
4198042,Disorder of bilirubin metabolism,18,80
200447,Gastrointestinal complication,18,68
44782690,Chronic kidney disease stage 5 due to hypertension,18,86
439928,Gangrenous disorder,18,214
4166125,"Localized swelling, mass and lump, neck",18,129
46269921,Oral ulcerative mucositis due to antineoplastic therapy,17,54
4111231,Pain in toe,17,115
140352,"Acute myeloid leukemia, disease",17,1174
4222174,Rheumatic disease of mitral valve,17,254
26662,Testicular hypofunction,17,423
4204199,Hand pain,17,70
260131,Disorder of bronchus,17,43
4207539,Syndrome of inappropriate vasopressin secretion,17,32
257683,Posterior rhinorrhea,17,75
37396808,Cancer-related fatigue,17,113
441536,Mixed acid-base balance disorder,17,20
26727,Hematemesis,17,53
198985,Primary malignant neoplasm of kidney,17,1025
46270151,Dependence on respiratory device,17,34
74582,Primary malignant neoplasm of rectum,17,764
45763855,Chronic kidney disease stage 3B,17,148
434490,Chill,17,31
37309626,Myocardial infarction due to demand ischemia,17,20
374044,Ptosis of eyelid,17,108
443732,Disorder due to type 2 diabetes mellitus,17,376
433701,Mycosis,17,144
759853,Cellulitis of right lower limb,17,79
443730,Disorder of nervous system due to diabetes mellitus,17,81
444444,Benign neoplasm of transverse colon,17,39
4008710,"Stenosis due to any device, implant AND/OR graft",17,72
196151,Functional disorder of intestine,17,25
434500,Closed fracture of neck of femur,17,125
435508,Adrenal cortical hypofunction,17,133
78273,Closed fracture of multiple ribs,17,71
40492458,Neoplasm of uncertain behavior of digestive organ,17,32
78472,Microscopic hematuria,17,79
381551,Polyneuropathy due to drug,17,171
195007,Female stress incontinence,17,80
381270,Parkinson's disease,17,165
4084229,Primary gout,17,144
4085586,"Thrombus due to any device, implant AND/OR graft",17,26
4124693,Hypertrophic cardiomyopathy,17,249
442111,Benign neoplasm of ascending colon,17,33
141104,Intervertebral disc disorder of lumbar region with myelopathy,17,68
4289309,Atrial septal defect,17,80
4300704,Diffuse large B-cell lymphoma (nodal/systemic with skin involvement),17,1207
4132130,Dilatation of aorta,17,31
137548,Cervical radiculopathy,17,190
4133224,Lobar pneumonia,17,95
377910,Deviated nasal septum,17,86
316127,Vitreous opacities,17,99
4077895,Pain in finger,17,112
74728,Synovitis and tenosynovitis,17,65
